Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,User created at,CV Last updated by owner,CV Last updated,Years of education,Years since first work experience,Access roles,Has profile image,Owns a reference project,Read and understood privacy notice,SFIA Level,CPD Level,CPD Band,CPD Label
Darlene Ross,int:Darlene Ross,int:Principal Data Platform Engineer,darlene.ross@mail.test,darleneross,ext_a558e036,a558e036,cv_a558e036,+1-460-225-9222,(944)974-2123x09407,1996,Data Engineering,United Kingdom,2024-05-18,2025-08-05,2025-07-31,19,23,Administrator,False,False,True,5,3,L,CPD3L
Tina Herrera,int:Tina Herrera,int:Consultant .NET Engineer,tina.herrera@example.com,tinaherrera,ext_42996d1f,42996d1f,cv_42996d1f,+1-809-973-3977,599-203-8498,2000,Software Engineering,Ireland,2019-10-16,2024-12-05,2025-02-15,11,25,User,False,False,False,3,2,L,CPD2L
Sheila Wilson,int:Sheila Wilson,int:Consultant Oracle Engineer,sheila.wilson@mail.test,sheilawilson,ext_38e0163f,38e0163f,cv_38e0163f,(620)750-2099,401-962-2499,1969,Cloud Engineering,USA,2021-08-08,2025-06-22,2024-12-01,20,2,Administrator,True,False,True,3,2,L,CPD2L
Tara White,int:Tara White,int:Consultant Backend Engineer,tara.white@example.org,tarawhite,ext_14e8db9f,14e8db9f,cv_14e8db9f,001-695-901-4556x1681,(214)358-6833,2002,Software Engineering,United Kingdom,2025-07-06,2025-02-27,2024-11-24,11,20,Country Manager,True,False,True,3,2,L,CPD2L
Sydney Baker,int:Sydney Baker,int:Principal Enterprise Architect,sydney.baker@example.org,sydneybaker,ext_4bbbe706,4bbbe706,cv_4bbbe706,001-681-779-4695,(599)678-7729,1994,Architecture,Spain,2018-03-11,2025-07-23,2024-12-26,10,24,Country Manager,False,True,False,5,3,L,CPD3L
Daniel Hamilton,int:Daniel Hamilton,int:Principal MLOps Engineer,daniel.hamilton@example.com,danielhamilton,ext_83321ebc,83321ebc,cv_83321ebc,801.207.1396,258-330-3441x44885,1980,Data Engineering,Spain,2023-09-15,2025-02-25,2025-09-15,12,22,Country Manager,True,True,True,5,3,L,CPD3L
Jessica Edwards,int:Jessica Edwards,int:Senior Data Platform Engineer,jessica.edwards@example.com,jessicaedwards,ext_a7eaece8,a7eaece8,cv_a7eaece8,+1-455-969-9023x55770,(778)257-6084,1978,Data Engineering,USA,2019-04-29,2025-06-03,2025-01-14,15,15,Country Manager,True,True,True,4,3,E,CPD3E
Catherine Dixon,int:Catherine Dixon,int:Principal Backend Engineer,catherine.dixon@mail.test,catherinedixon,ext_15e0fd6d,15e0fd6d,cv_15e0fd6d,895.451.2405,001-696-829-1450,1990,Software Engineering,Spain,2025-01-21,2025-04-17,2025-02-10,18,8,User,True,True,True,5,3,L,CPD3L
Paul Ray,int:Paul Ray,int:Senior Data Engineer,paul.ray@mail.test,paulray,ext_cd0725a2,cd0725a2,cv_cd0725a2,473-357-4384,(903)617-8078x235,1989,Data Engineering,United Kingdom,2021-10-30,2024-12-08,2025-05-22,19,17,Country Manager,False,True,True,4,3,E,CPD3E
Jonathan Fletcher,int:Jonathan Fletcher,int:Consultant Full-stack Engineer,jonathan.fletcher@example.com,jonathanfletcher,ext_31432137,31432137,cv_31432137,001-252-318-2307x68104,670-718-4094x35334,1970,Software Engineering,Spain,2018-03-22,2025-02-24,2025-05-08,11,13,Country Manager,False,False,True,3,2,L,CPD2L
Aaron Frost,int:Aaron Frost,int:Senior C# Developer,aaron.frost@mail.test,aaronfrost,ext_04d44182,04d44182,cv_04d44182,001-771-742-2410x98813,224-493-2149x587,1980,Software Engineering,India,2022-04-13,2024-12-07,2024-12-28,11,6,User,True,True,True,4,3,E,CPD3E
Amanda Ball,int:Amanda Ball,int:Consultant C# Developer,amanda.ball@example.com,amandaball,ext_6587a9ff,6587a9ff,cv_6587a9ff,4709160166,+1-354-953-8179x217,2002,Software Engineering,Spain,2017-12-29,2025-05-30,2025-10-27,20,3,User,True,True,False,3,2,L,CPD2L
Judy Lambert,int:Judy Lambert,int:Consultant Data Platform Engineer,judy.lambert@mail.test,judylambert,ext_57257fd8,57257fd8,cv_57257fd8,977-933-2945x6255,7174157724,1982,Data Engineering,United Kingdom,2022-12-22,2025-11-07,2025-04-30,17,21,Country Manager,False,False,False,3,2,L,CPD2L
Michael Jones,int:Michael Jones,int:Lead Solution Architect,michael.jones@example.com,michaeljones,ext_ec82f8c1,ec82f8c1,cv_ec82f8c1,516.415.8148x76963,361.953.9669x5832,1970,Architecture,India,2018-01-06,2025-06-24,2025-04-05,18,4,Administrator,False,False,True,6,4,E,CPD4E
Elizabeth Rivera,int:Elizabeth Rivera,int:Head of Data Engineering,elizabeth.rivera@mail.test,elizabethrivera,ext_882ad78f,882ad78f,cv_882ad78f,699-875-8172,591-496-5701,1976,Head of Data Engineering,Spain,2021-06-28,2025-02-05,2025-02-04,20,5,User,False,False,True,6,4,E,CPD4E
Lee Charles,int:Lee Charles,int:Lead Enterprise Architect,lee.charles@example.org,leecharles,ext_e9c72083,e9c72083,cv_e9c72083,001-902-527-8469,254.894.6519,1973,Architecture,United Kingdom,2022-06-16,2025-07-25,2025-01-04,13,14,Administrator,True,True,True,6,4,E,CPD4E
Jennifer Evans,int:Jennifer Evans,int:Lead Solution Architect,jennifer.evans@mail.test,jenniferevans,ext_66ae9a50,66ae9a50,cv_66ae9a50,(340)658-0085,8365965666,1997,Architecture,United Kingdom,2018-08-24,2025-08-06,2025-01-22,14,22,User,True,False,True,6,4,E,CPD4E
Kyle Ortiz,int:Kyle Ortiz,int:Principal Analytics Engineer,kyle.ortiz@example.org,kyleortiz,ext_0d3f8f89,0d3f8f89,cv_0d3f8f89,+1-327-223-8656x24220,(876)421-2679,1983,Data Engineering,Ireland,2024-10-02,2025-01-04,2024-12-13,13,11,Country Manager,False,False,False,5,3,L,CPD3L
Richard Phillips,int:Richard Phillips,int:Senior MLOps Engineer,richard.phillips@example.com,richardphillips,ext_cb0a33f1,cb0a33f1,cv_cb0a33f1,986.587.6532x690,001-384-968-9500x975,1988,Data Engineering,India,2021-01-26,2025-05-15,2025-09-08,15,8,Administrator,True,False,False,4,3,E,CPD3E
David Fisher,int:David Fisher,int:Senior Project Manager,david.fisher@example.com,davidfisher,ext_a7d410ec,a7d410ec,cv_a7d410ec,001-912-384-7818x913,+1-789-849-0580x77879,1990,Delivery Management,Ireland,2022-06-13,2025-02-13,2025-08-07,12,21,Country Manager,True,False,True,4,3,E,CPD3E
Shelby Byrd,int:Shelby Byrd,int:Associate Solution Architect,shelby.byrd@example.com,shelbybyrd,ext_a89a3a78,a89a3a78,cv_a89a3a78,(444)220-9494x079,+1-649-604-7128x14429,2000,Architecture,Spain,2018-10-16,2024-12-16,2025-08-31,19,7,Administrator,True,False,False,2,1,E,CPD1E
Raven Gilbert,int:Raven Gilbert,int:Senior Scrum Master,raven.gilbert@mail.test,ravengilbert,ext_ad309ff8,ad309ff8,cv_ad309ff8,901-492-9275x243,705.212.9276x63723,1976,Delivery Management,United Kingdom,2020-08-30,2025-02-25,2025-09-05,16,12,User,True,True,True,4,3,E,CPD3E
Kevin Kelley,int:Kevin Kelley,int:Head of Strategy and Advisory,kevin.kelley@example.org,kevinkelley,ext_c8a6d0b9,c8a6d0b9,cv_c8a6d0b9,+1-841-902-7674x7836,728-860-4765x801,1977,Head of Strategy and Advisory,United Kingdom,2020-06-14,2025-07-03,2025-05-10,13,25,Country Manager,False,True,True,6,4,E,CPD4E
Aaron Mitchell,int:Aaron Mitchell,int:Lead Data Platform Engineer,aaron.mitchell@example.com,aaronmitchell,ext_e0a9e803,e0a9e803,cv_e0a9e803,+1-545-744-1496x739,+1-525-680-0106x18175,1998,Data Engineering,Spain,2020-10-10,2025-01-23,2025-02-10,20,11,Administrator,True,False,False,6,4,E,CPD4E
Russell Carpenter,int:Russell Carpenter,int:Associate DevOps Engineer,russell.carpenter@example.com,russellcarpenter,ext_cf3a1afe,cf3a1afe,cv_cf3a1afe,330-409-1093x911,(692)412-4471x7465,2001,Cloud Engineering,USA,2023-01-20,2025-03-14,2025-01-10,18,13,Country Manager,False,False,False,2,1,E,CPD1E
Diana Marshall,int:Diana Marshall,int:Associate Data Engineer,diana.marshall@example.com,dianamarshall,ext_19a69006,19a69006,cv_19a69006,001-514-806-6504x42717,(971)628-6391,2000,Data Engineering,United Kingdom,2018-08-29,2024-12-12,2025-07-21,12,6,Country Manager,True,False,True,2,1,E,CPD1E
Scott Lewis,int:Scott Lewis,int:Principal Kubernetes Engineer,scott.lewis@example.com,scottlewis,ext_961952d9,961952d9,cv_961952d9,401-219-4707,9649256908,1998,Cloud Engineering,Ireland,2020-07-02,2025-09-11,2025-01-26,20,14,Administrator,True,True,True,5,3,L,CPD3L
Thomas Santana,int:Thomas Santana,int:Consultant C# Developer,thomas.santana@mail.test,thomassantana,ext_0e25c24a,0e25c24a,cv_0e25c24a,(861)283-0671x98554,+1-515-685-1743x2806,1971,Software Engineering,United Kingdom,2024-01-04,2025-07-28,2025-03-31,18,13,Country Manager,True,False,True,3,2,L,CPD2L
Laura Jackson,int:Laura Jackson,int:Senior Delivery Manager,laura.jackson@example.org,laurajackson,ext_74751735,74751735,cv_74751735,001-561-957-1732x030,(818)347-8700x5050,1994,Delivery Management,Australia,2019-02-19,2025-03-28,2025-01-14,19,22,Administrator,False,True,False,4,3,E,CPD3E
Christopher Robertson,int:Christopher Robertson,int:Associate Data Engineer,christopher.robertson@example.com,christopherrobertson,ext_b04303fc,b04303fc,cv_b04303fc,487.982.9310,+1-407-390-3202x0417,1969,Data Engineering,United Kingdom,2023-08-10,2025-01-05,2025-01-12,12,20,User,True,True,False,2,1,E,CPD1E
Cynthia Rogers,int:Cynthia Rogers,int:Associate C# Developer,cynthia.rogers@example.org,cynthiarogers,ext_69988a74,69988a74,cv_69988a74,717-899-3136,419-882-5309x25114,1998,Software Engineering,India,2018-06-25,2025-10-24,2024-11-23,20,21,Administrator,False,False,False,2,1,E,CPD1E
Loretta Potter,int:Loretta Potter,int:Principal Data Scientist,loretta.potter@example.com,lorettapotter,ext_a5162d4d,a5162d4d,cv_a5162d4d,(358)827-3902,001-520-471-0021x94672,1990,AI/ML,United Kingdom,2019-04-09,2025-10-04,2025-06-23,16,5,User,False,False,True,5,3,L,CPD3L
Emily Walker,int:Emily Walker,int:Associate .NET Engineer,emily.walker@example.com,emilywalker,ext_6d0b0bf3,6d0b0bf3,cv_6d0b0bf3,+1-348-676-3290x9279,(560)983-3181x958,1968,Software Engineering,India,2019-05-24,2025-04-20,2025-05-14,18,1,User,False,True,False,2,1,E,CPD1E
James Johnson,int:James Johnson,int:Senior DevOps Engineer,james.johnson@example.org,jamesjohnson,ext_ec6b82f7,ec6b82f7,cv_ec6b82f7,001-634-503-1277x22005,(345)397-0108x22078,2002,Cloud Engineering,USA,2021-02-15,2025-02-06,2025-02-03,19,9,User,False,True,False,4,3,E,CPD3E
John Alvarez,int:John Alvarez,int:Senior Frontend Engineer,john.alvarez@example.com,johnalvarez,ext_ae60e8d4,ae60e8d4,cv_ae60e8d4,379.795.6353,913.263.6317,1987,Software Engineering,Ireland,2019-05-25,2024-11-22,2025-08-25,12,22,Country Manager,True,True,False,4,3,E,CPD3E
Melissa Jones,int:Melissa Jones,int:Associate Backend Engineer,melissa.jones@example.com,melissajones,ext_d9cfd848,d9cfd848,cv_d9cfd848,(723)497-2652x73543,4907421776,1978,Software Engineering,India,2021-07-06,2025-10-14,2025-07-04,11,5,User,False,False,True,2,1,E,CPD1E
Robert Soto,int:Robert Soto,int:Principal Frontend Engineer,robert.soto@example.com,robertsoto,ext_1d4751bf,1d4751bf,cv_1d4751bf,349.829.2983,573.497.7406x33569,2001,Software Engineering,United Kingdom,2022-08-30,2025-08-04,2024-12-14,12,21,User,False,False,True,5,3,L,CPD3L
James Horton,int:James Horton,int:Consultant Python Developer,james.horton@example.com,jameshorton,ext_f6f9bb33,f6f9bb33,cv_f6f9bb33,001-806-900-7806,001-617-573-1806x325,1978,Data Engineering,India,2018-04-26,2025-06-27,2025-04-25,13,21,Administrator,True,True,True,3,2,L,CPD2L
Troy Sanchez,int:Troy Sanchez,int:Associate .NET Engineer,troy.sanchez@mail.test,troysanchez,ext_10fadacc,10fadacc,cv_10fadacc,+1-810-474-2799x0772,(570)316-5804x649,1972,Software Engineering,USA,2024-11-11,2025-07-23,2025-01-09,18,19,User,False,False,False,2,1,E,CPD1E
Diana Smith,int:Diana Smith,int:Associate ML Engineer,diana.smith@example.org,dianasmith,ext_09c113cb,09c113cb,cv_09c113cb,+1-750-785-0165x790,(381)983-2538,1984,AI/ML,Australia,2023-11-30,2025-02-26,2025-07-07,18,3,Country Manager,False,False,True,2,1,E,CPD1E
Karen Carrillo,int:Karen Carrillo,int:Senior Databricks Engineer,karen.carrillo@mail.test,karencarrillo,ext_7cf64e9c,7cf64e9c,cv_7cf64e9c,001-793-935-5486x4015,988.317.8847x9513,1998,Data Engineering,India,2023-02-23,2025-07-06,2025-10-12,20,15,Country Manager,True,False,True,4,3,E,CPD3E
Daniel Coleman,int:Daniel Coleman,int:Senior .NET Engineer,daniel.coleman@example.org,danielcoleman,ext_cca6e7d1,cca6e7d1,cv_cca6e7d1,462-941-1241,(738)804-6827,1994,Software Engineering,United Kingdom,2021-11-30,2024-12-06,2025-05-24,14,8,User,False,True,False,4,3,E,CPD3E
Gregory Rubio,int:Gregory Rubio,int:Senior Data Platform Engineer,gregory.rubio@mail.test,gregoryrubio,ext_fdacca55,fdacca55,cv_fdacca55,704.931.0385x695,001-488-677-4924,1985,Data Engineering,United Kingdom,2023-10-29,2025-07-03,2025-08-02,17,24,User,True,True,True,4,3,E,CPD3E
April Williams,int:April Williams,int:Consultant DevOps Engineer,april.williams@mail.test,aprilwilliams,ext_03369f2e,03369f2e,cv_03369f2e,475.440.2547,001-484-922-2231x059,1974,Cloud Engineering,United Kingdom,2024-07-12,2025-01-02,2025-06-07,19,1,Administrator,True,False,False,3,2,L,CPD2L
John Charles,int:John Charles,int:Consultant Kubernetes Engineer,john.charles@example.org,johncharles,ext_fd4695b6,fd4695b6,cv_fd4695b6,452-638-0552x578,706-672-7520,2000,Cloud Engineering,India,2022-09-25,2025-02-12,2025-10-30,19,5,Country Manager,True,False,False,3,2,L,CPD2L
Stephen Solis,int:Stephen Solis,int:Lead Delivery Manager,stephen.solis@example.org,stephensolis,ext_b4b30494,b4b30494,cv_b4b30494,649.229.7517x0281,(693)575-1509x3983,1975,Delivery Management,USA,2018-01-16,2025-05-05,2025-01-22,15,23,User,True,True,True,6,4,E,CPD4E
Elizabeth Travis,int:Elizabeth Travis,int:Consultant Backend Engineer,elizabeth.travis@mail.test,elizabethtravis,ext_7c1184a4,7c1184a4,cv_7c1184a4,7182718637,+1-356-526-5650x45547,1984,Software Engineering,Ireland,2023-03-20,2025-04-12,2025-07-31,19,11,Country Manager,False,True,False,3,2,L,CPD2L
Caitlin Dodson,int:Caitlin Dodson,int:Senior Databricks Engineer,caitlin.dodson@mail.test,caitlindodson,ext_853540e6,853540e6,cv_853540e6,001-576-674-2662x9912,985.419.6106x4628,1996,Data Engineering,Ireland,2023-11-10,2025-07-18,2025-02-04,19,22,User,True,True,False,4,3,E,CPD3E
Patricia Salazar,int:Patricia Salazar,int:Consultant Analytics Engineer,patricia.salazar@mail.test,patriciasalazar,ext_2acd9c9f,2acd9c9f,cv_2acd9c9f,626.948.7049,+1-373-600-2447,1998,Data Engineering,USA,2025-10-07,2025-07-10,2025-02-01,17,5,Administrator,False,False,False,3,2,L,CPD2L
Jennifer Wagner,int:Jennifer Wagner,int:Consultant Analytics Engineer,jennifer.wagner@mail.test,jenniferwagner,ext_8597cd53,8597cd53,cv_8597cd53,(827)630-1471x95979,+1-971-458-9042x9025,1971,Data Engineering,United Kingdom,2023-06-17,2025-05-15,2025-05-15,20,4,Country Manager,False,False,False,3,2,L,CPD2L
Maria Kelley,int:Maria Kelley,int:Consultant Databricks Engineer,maria.kelley@mail.test,mariakelley,ext_7b3af2d8,7b3af2d8,cv_7b3af2d8,(520)445-6504x481,001-419-228-5544x51895,1990,Data Engineering,Ireland,2018-04-03,2025-06-02,2024-12-06,19,19,User,True,False,False,3,2,L,CPD2L
Phyllis Manning,int:Phyllis Manning,int:Principal C# Developer,phyllis.manning@mail.test,phyllismanning,ext_044eb504,044eb504,cv_044eb504,(584)457-6521,233.989.8881x67112,1986,Software Engineering,Slovenia,2020-09-03,2025-10-10,2025-10-06,12,21,User,False,False,False,5,3,L,CPD3L
Thomas Green,int:Thomas Green,int:Senior Analytics Engineer,thomas.green@mail.test,thomasgreen,ext_0d3cd302,0d3cd302,cv_0d3cd302,(545)427-9852x401,001-923-842-3216x110,1985,Data Engineering,United Kingdom,2019-02-01,2025-08-22,2025-08-13,14,15,User,False,False,False,4,3,E,CPD3E
John Walsh,int:John Walsh,int:Associate DevOps Engineer,john.walsh@example.org,johnwalsh,ext_0ce5b163,0ce5b163,cv_0ce5b163,6312089071,440-711-9393,1981,Cloud Engineering,United Kingdom,2024-01-02,2025-04-26,2025-02-20,11,3,Country Manager,False,True,True,2,1,E,CPD1E
Katie Boyd,int:Katie Boyd,int:Consultant Data Architect,katie.boyd@example.org,katieboyd,ext_01bd0c6f,01bd0c6f,cv_01bd0c6f,5123495528,290-383-3428,1992,Architecture,United Kingdom,2022-05-28,2025-11-01,2025-10-29,14,15,Administrator,True,True,True,3,2,L,CPD2L
Courtney Hill,int:Courtney Hill,int:Principal Project Manager,courtney.hill@example.org,courtneyhill,ext_0b8e528b,0b8e528b,cv_0b8e528b,787.859.2712,(638)236-1517x18275,1985,Delivery Management,Ireland,2019-09-22,2025-05-22,2025-03-14,18,6,Country Manager,False,False,False,5,3,L,CPD3L
Chris Mitchell,int:Chris Mitchell,int:Lead Data Platform Engineer,chris.mitchell@mail.test,chrismitchell,ext_e63af565,e63af565,cv_e63af565,957-516-4794,+1-264-963-1752,1984,Data Engineering,United Kingdom,2024-02-17,2025-03-20,2025-02-15,10,17,Country Manager,True,False,False,6,4,E,CPD4E
Joseph Flores,int:Joseph Flores,int:Senior Data Scientist,joseph.flores@example.com,josephflores,ext_809976f8,809976f8,cv_809976f8,+1-716-578-1126x69121,939-861-3674x99465,1968,AI/ML,Australia,2021-01-17,2025-02-01,2025-04-06,10,18,Country Manager,False,True,False,4,3,E,CPD3E
Amber Taylor,int:Amber Taylor,int:Senior Kubernetes Engineer,amber.taylor@mail.test,ambertaylor,ext_a1d15938,a1d15938,cv_a1d15938,384.227.1147x7320,370-326-9524,1982,Cloud Engineering,United Kingdom,2022-12-04,2025-04-18,2025-08-11,20,8,Administrator,False,False,False,4,3,E,CPD3E
Jesse Benson,int:Jesse Benson,int:Principal Solution Architect,jesse.benson@example.com,jessebenson,ext_a4a9784c,a4a9784c,cv_a4a9784c,+1-287-273-4778x48588,(916)875-6770x02842,1996,Architecture,United Kingdom,2022-10-28,2025-02-15,2025-11-04,13,11,User,True,True,True,5,3,L,CPD3L
Jasmine Brown,int:Jasmine Brown,int:Principal Data Engineer,jasmine.brown@example.com,jasminebrown,ext_6d6bb2a7,6d6bb2a7,cv_6d6bb2a7,(946)971-9788,+1-728-606-4796,1968,Data Engineering,United Kingdom,2023-04-07,2025-06-09,2025-03-05,10,16,Administrator,True,False,False,5,3,L,CPD3L
Rick Daniels,int:Rick Daniels,int:Senior AWS Engineer,rick.daniels@example.com,rickdaniels,ext_bc7039f7,bc7039f7,cv_bc7039f7,700-790-2559x05616,(250)733-3491x14152,1973,Cloud Engineering,Australia,2024-03-27,2025-07-10,2025-05-04,16,3,Administrator,False,True,True,4,3,E,CPD3E
Robert Clark,int:Robert Clark,int:Consultant ML Engineer,robert.clark@example.com,robertclark,ext_9b6ecad1,9b6ecad1,cv_9b6ecad1,2767986407,(496)659-1713x5785,1992,AI/ML,United Kingdom,2020-11-27,2025-04-30,2024-12-02,13,15,Administrator,True,True,False,3,2,L,CPD2L
Robert Stein,int:Robert Stein,int:Consultant Analytics Engineer,robert.stein@example.com,robertstein,ext_be59c261,be59c261,cv_be59c261,(863)571-8344x049,+1-519-719-5419x876,2001,Data Engineering,Ireland,2024-07-03,2024-12-09,2025-07-27,20,10,Country Manager,True,False,True,3,2,L,CPD2L
Brandy Dominguez,int:Brandy Dominguez,int:Associate Backend Engineer,brandy.dominguez@example.com,brandydominguez,ext_c6694344,c6694344,cv_c6694344,848-646-8536,+1-687-882-0829x737,1978,Software Engineering,United Kingdom,2022-10-12,2024-11-28,2025-01-14,16,8,User,True,True,False,2,1,E,CPD1E
Melissa Cannon,int:Melissa Cannon,int:Consultant Databricks Engineer,melissa.cannon@example.org,melissacannon,ext_9f1a997b,9f1a997b,cv_9f1a997b,001-608-835-7232,(451)536-4424x93631,1989,Data Engineering,United Kingdom,2018-11-12,2025-03-11,2025-07-19,15,21,Administrator,True,True,True,3,2,L,CPD2L
Omar Smith,int:Omar Smith,int:Principal DevOps Engineer,omar.smith@example.com,omarsmith,ext_a3716a3b,a3716a3b,cv_a3716a3b,5344778660,720-644-8207x001,1980,Cloud Engineering,India,2025-08-20,2025-03-12,2024-11-19,15,24,User,True,False,True,5,3,L,CPD3L
Michael Molina,int:Michael Molina,int:Consultant Frontend Engineer,michael.molina@mail.test,michaelmolina,ext_64230c88,64230c88,cv_64230c88,365-616-2319,313.491.5596x3632,1979,Software Engineering,Ireland,2019-10-12,2025-03-30,2025-06-17,17,9,Country Manager,True,True,True,3,2,L,CPD2L
Melissa Ashley,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_aab25271,aab25271,cv_aab25271,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,2025-08-31,2025-08-10,2025-02-20,19,8,User,False,True,False,5,3,L,CPD3L
Robert Adkins,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_125e3e19,125e3e19,cv_125e3e19,686-645-1837x606,634-332-7560,1994,Data Engineering,India,2018-09-08,2025-08-16,2025-10-30,11,17,Country Manager,True,True,True,5,3,L,CPD3L
Amy Morrison,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_92e84a8d,92e84a8d,cv_92e84a8d,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,2019-12-24,2025-08-01,2024-12-15,10,12,User,True,True,True,5,3,L,CPD3L
Jeffrey Robinson,int:Jeffrey Robinson,int:Consultant Analytics Engineer,jeffrey.robinson@example.com,jeffreyrobinson,ext_2cf6a4e5,2cf6a4e5,cv_2cf6a4e5,(438)629-6577,(895)843-1652,1991,Data Engineering,United Kingdom,2019-08-14,2025-10-10,2025-06-13,15,23,User,True,False,True,3,2,L,CPD2L
Ryan Johnson,int:Ryan Johnson,int:Associate AI Engineer,ryan.johnson@example.com,ryanjohnson,ext_2da6adc4,2da6adc4,cv_2da6adc4,001-530-608-9317,001-320-269-6942x152,1982,AI/ML,United Kingdom,2019-11-30,2025-09-22,2024-12-24,13,17,Country Manager,True,True,False,2,1,E,CPD1E
Matthew Shelton,int:Matthew Shelton,int:Associate Frontend Engineer,matthew.shelton@mail.test,matthewshelton,ext_39cfbe20,39cfbe20,cv_39cfbe20,001-886-477-1333x447,(939)534-3626x20443,1978,Software Engineering,Spain,2023-11-08,2025-06-07,2025-02-07,18,11,User,True,False,False,2,1,E,CPD1E
Richard Martin,int:Richard Martin,int:Principal Kubernetes Engineer,richard.martin@mail.test,richardmartin,ext_bd1d479c,bd1d479c,cv_bd1d479c,(697)310-7256x366,280-205-3759,1995,Cloud Engineering,Ireland,2022-04-01,2025-05-15,2025-03-29,19,18,User,True,False,False,5,3,L,CPD3L
Tanner Anderson,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_5800a1bc,5800a1bc,cv_5800a1bc,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,2020-01-26,2025-11-04,2024-11-27,10,10,Administrator,True,True,False,4,3,E,CPD3E
Cindy Johnson,int:Cindy Johnson,int:Principal Full-stack Engineer,cindy.johnson@example.com,cindyjohnson,ext_eccddd7b,eccddd7b,cv_eccddd7b,956-444-9485x625,+1-970-632-0320,1977,Software Engineering,India,2024-10-25,2025-01-21,2025-07-11,15,5,Administrator,True,False,False,5,3,L,CPD3L
Phillip Elliott,int:Phillip Elliott,int:Lead Enterprise Architect,phillip.elliott@example.com,phillipelliott,ext_451fd395,451fd395,cv_451fd395,(976)917-0758,512.215.1342x2849,1981,Architecture,Ireland,2025-01-03,2025-10-27,2025-01-24,17,6,User,False,True,False,6,4,E,CPD4E
Anthony Day,int:Anthony Day,int:Senior Data Scientist,anthony.day@example.com,anthonyday,ext_43399bc0,43399bc0,cv_43399bc0,392.761.3715x04165,(701)277-7490,1995,AI/ML,United Kingdom,2021-03-15,2025-06-12,2025-02-20,20,20,Administrator,True,False,True,4,3,E,CPD3E
Derek Murray,int:Derek Murray,int:Consultant Backend Engineer,derek.murray@example.org,derekmurray,ext_0fc5895f,0fc5895f,cv_0fc5895f,+1-897-359-2304x5018,(342)636-1032x6642,1977,Software Engineering,India,2025-04-23,2025-06-20,2025-04-28,17,25,User,True,True,False,3,2,L,CPD2L
Brent Gray,int:Brent Gray,int:Lead Solution Architect,brent.gray@example.org,brentgray,ext_11426ed2,11426ed2,cv_11426ed2,964.692.5158x3776,001-896-316-5926,1993,Architecture,Ireland,2022-12-06,2025-02-02,2025-08-06,18,14,Administrator,True,True,False,6,4,E,CPD4E
Jason Murphy,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_5d5a99b6,5d5a99b6,cv_5d5a99b6,3856732788,261.374.2243x864,2001,Software Engineering,Spain,2023-02-11,2025-09-19,2024-12-07,14,25,Administrator,False,False,True,5,3,L,CPD3L
Kathleen Gray,int:Kathleen Gray,int:Principal Data Platform Engineer,kathleen.gray@example.com,kathleengray,ext_430bc9c5,430bc9c5,cv_430bc9c5,6817866179,891-680-1722x601,1969,Data Engineering,Ireland,2022-06-16,2025-07-19,2025-08-05,19,15,Administrator,True,False,True,5,3,L,CPD3L
Karen Decker,int:Karen Decker,int:Associate AWS Engineer,karen.decker@example.org,karendecker,ext_a1366c49,a1366c49,cv_a1366c49,897-279-4523x21941,9616027769,1971,Cloud Engineering,United Kingdom,2023-02-24,2025-03-30,2025-03-19,14,1,User,False,True,False,2,1,E,CPD1E
Johnny Miller,int:Johnny Miller,int:Consultant Azure Engineer,johnny.miller@example.org,johnnymiller,ext_6df24b2a,6df24b2a,cv_6df24b2a,+1-595-264-1220x310,972.436.8314,2002,Cloud Engineering,United Kingdom,2020-01-03,2025-01-21,2024-12-11,19,24,Country Manager,True,True,False,3,2,L,CPD2L
Andrew Ryan,int:Andrew Ryan,int:Head of UCD and Insights,andrew.ryan@example.com,andrewryan,ext_98ec4779,98ec4779,cv_98ec4779,560.612.2777x0793,001-660-250-1667,1985,Head of UCD and Insights,Ireland,2025-04-12,2025-11-06,2025-06-19,11,13,Country Manager,False,False,True,6,4,E,CPD4E
Zoe Bell,int:Zoe Bell,int:Principal Databricks Engineer,zoe.bell@example.com,zoebell,ext_9da24b8a,9da24b8a,cv_9da24b8a,767.389.9730x8069,567-917-9576x024,1974,Data Engineering,Spain,2022-05-03,2025-07-12,2025-02-17,12,7,Country Manager,False,True,True,5,3,L,CPD3L
Debra Harrington,int:Debra Harrington,int:Associate Data Engineer,debra.harrington@mail.test,debraharrington,ext_177a019e,177a019e,cv_177a019e,(873)783-9597x246,329.834.1722x3297,1990,Data Engineering,Australia,2018-03-15,2024-12-30,2025-07-07,20,10,Country Manager,True,False,True,2,1,E,CPD1E
