Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month,Year,Name,Organiser,Long description,Highlighted,Is official masterdata (in #{lang}),Attachments
AWS Solutions Architect,int:Michael Molina,int:Consultant Frontend Engineer,michael.molina@mail.test,michaelmolina,ext_ad0d5dbd,ad0d5dbd,cv_ad0d5dbd,365-616-2319,313.491.5596x3632,1979,Software Engineering,Ireland,Norwegian,d723d570,be98eae3,2024-12-22,2024-01-05,5,2023,AWS Solutions Architect,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_0ea3645a,0ea3645a,cv_0ea3645a,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,3b543b34,1d43a76e,2023-12-28,2025-04-24,9,2021,Azure Fundamentals,Internal,Intensive 3-day workshop.,True,int:No,certificate.pdf
Power BI,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_0ea3645a,0ea3645a,cv_0ea3645a,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,341036ca,5e8c7d8f,2024-07-01,2025-07-24,5,2022,Power BI,Databricks,Intensive 3-day workshop.,False,int:No,certificate.pdf
Databricks Lakehouse,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_8819315f,8819315f,cv_8819315f,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,70c70852,c6f4698c,2024-02-19,2024-11-10,5,2023,Databricks Lakehouse,Internal,,True,int:No,certificate.pdf
AWS Solutions Architect,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_8819315f,8819315f,cv_8819315f,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,3b5fa871,e3d66f83,2025-08-04,2025-06-25,2,2022,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_8819315f,8819315f,cv_8819315f,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,a6dbd754,ecf4766a,2025-05-23,2025-07-02,10,2021,AWS Solutions Architect,Internal,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_8819315f,8819315f,cv_8819315f,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,076c4063,c9522138,2025-07-18,2024-06-13,8,2020,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,True,int:Yes,
Databricks Lakehouse,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_8819315f,8819315f,cv_8819315f,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,025c8e90,d3b503af,2024-07-26,2025-02-27,7,2019,Databricks Lakehouse,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_751b7512,751b7512,cv_751b7512,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,37d7ddad,37aadb27,2024-06-06,2025-11-06,10,2019,Power BI,Coursera,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Azure Fundamentals,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_751b7512,751b7512,cv_751b7512,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,a79a8b59,0d74e1c7,2025-03-20,2025-11-13,7,2025,Azure Fundamentals,AWS,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_751b7512,751b7512,cv_751b7512,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,1a50085d,aa0c58fc,2025-03-24,2024-10-13,11,2021,Power BI,Microsoft,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_751b7512,751b7512,cv_751b7512,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,6c8cb59c,69932f42,2025-08-22,2024-01-11,3,2025,Azure Fundamentals,Databricks,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_751b7512,751b7512,cv_751b7512,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,4351cda4,eb6d0eed,2024-05-07,2024-08-08,12,2024,Azure Fundamentals,Coursera,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Azure Fundamentals,int:Jeffrey Robinson,int:Consultant Analytics Engineer,jeffrey.robinson@example.com,jeffreyrobinson,ext_dc290325,dc290325,cv_dc290325,(438)629-6577,(895)843-1652,1991,Data Engineering,United Kingdom,Norwegian,595826e9,9c50e53e,2024-09-18,2024-06-16,5,2019,Azure Fundamentals,Microsoft,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Jeffrey Robinson,int:Consultant Analytics Engineer,jeffrey.robinson@example.com,jeffreyrobinson,ext_dc290325,dc290325,cv_dc290325,(438)629-6577,(895)843-1652,1991,Data Engineering,United Kingdom,Norwegian,8646adfd,aa36a413,2025-07-25,2024-08-08,8,2021,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Jeffrey Robinson,int:Consultant Analytics Engineer,jeffrey.robinson@example.com,jeffreyrobinson,ext_dc290325,dc290325,cv_dc290325,(438)629-6577,(895)843-1652,1991,Data Engineering,United Kingdom,Norwegian,381c12c8,b1bfce15,2025-06-07,2025-02-14,9,2025,Azure Fundamentals,Internal,Intensive 3-day workshop.,True,int:No,certificate.pdf
SQL Advanced,int:Jeffrey Robinson,int:Consultant Analytics Engineer,jeffrey.robinson@example.com,jeffreyrobinson,ext_dc290325,dc290325,cv_dc290325,(438)629-6577,(895)843-1652,1991,Data Engineering,United Kingdom,Norwegian,c8dc374a,1902e72b,2024-12-13,2024-05-07,6,2018,SQL Advanced,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Databricks Lakehouse,int:Jeffrey Robinson,int:Consultant Analytics Engineer,jeffrey.robinson@example.com,jeffreyrobinson,ext_dc290325,dc290325,cv_dc290325,(438)629-6577,(895)843-1652,1991,Data Engineering,United Kingdom,Norwegian,3cef5885,0241a908,2025-09-30,2024-10-31,5,2025,Databricks Lakehouse,Databricks,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Matthew Shelton,int:Associate Frontend Engineer,matthew.shelton@mail.test,matthewshelton,ext_01e5cd4d,01e5cd4d,cv_01e5cd4d,001-886-477-1333x447,(939)534-3626x20443,1978,Software Engineering,Spain,British,30fc9c90,2ff9f82d,2025-05-17,2024-05-16,11,2021,Power BI,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Matthew Shelton,int:Associate Frontend Engineer,matthew.shelton@mail.test,matthewshelton,ext_01e5cd4d,01e5cd4d,cv_01e5cd4d,001-886-477-1333x447,(939)534-3626x20443,1978,Software Engineering,Spain,British,1997d274,adf2f676,2024-02-04,2024-07-14,9,2019,SQL Advanced,Microsoft,Intensive 3-day workshop.,True,int:Yes,
AWS Solutions Architect,int:Matthew Shelton,int:Associate Frontend Engineer,matthew.shelton@mail.test,matthewshelton,ext_01e5cd4d,01e5cd4d,cv_01e5cd4d,001-886-477-1333x447,(939)534-3626x20443,1978,Software Engineering,Spain,British,475d7250,a5bc4af3,2024-04-14,2023-12-03,4,2022,AWS Solutions Architect,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Richard Martin,int:Principal Kubernetes Engineer,richard.martin@mail.test,richardmartin,ext_1ec5a515,1ec5a515,cv_1ec5a515,(697)310-7256x366,280-205-3759,1995,Cloud Engineering,Ireland,Polish,aefea1bb,3e511cac,2024-06-09,2024-05-02,4,2023,Power BI,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Richard Martin,int:Principal Kubernetes Engineer,richard.martin@mail.test,richardmartin,ext_1ec5a515,1ec5a515,cv_1ec5a515,(697)310-7256x366,280-205-3759,1995,Cloud Engineering,Ireland,Polish,d305136e,250cfa58,2025-04-17,2024-06-20,9,2019,Azure Fundamentals,Udemy,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Richard Martin,int:Principal Kubernetes Engineer,richard.martin@mail.test,richardmartin,ext_1ec5a515,1ec5a515,cv_1ec5a515,(697)310-7256x366,280-205-3759,1995,Cloud Engineering,Ireland,Polish,87db2869,9021ddc5,2023-12-31,2025-02-03,8,2024,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Richard Martin,int:Principal Kubernetes Engineer,richard.martin@mail.test,richardmartin,ext_1ec5a515,1ec5a515,cv_1ec5a515,(697)310-7256x366,280-205-3759,1995,Cloud Engineering,Ireland,Polish,86764561,30c045db,2024-06-13,2025-06-01,4,2020,Azure Fundamentals,Internal,,False,int:No,certificate.pdf
Databricks Lakehouse,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_19513cf6,19513cf6,cv_19513cf6,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,Polish,8fbda017,3cd67696,2025-05-17,2024-04-04,1,2022,Databricks Lakehouse,Coursera,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Cindy Johnson,int:Principal Full-stack Engineer,cindy.johnson@example.com,cindyjohnson,ext_72e04a51,72e04a51,cv_72e04a51,956-444-9485x625,+1-970-632-0320,1977,Software Engineering,India,Polish,03e339b2,178399f9,2023-12-30,2025-09-24,7,2019,Power BI,Internal,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Anthony Day,int:Senior Data Scientist,anthony.day@example.com,anthonyday,ext_8af29aea,8af29aea,cv_8af29aea,392.761.3715x04165,(701)277-7490,1995,AI/ML,United Kingdom,Swedish,9551ae4e,e63139b7,2025-09-06,2025-07-07,5,2024,SQL Advanced,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Anthony Day,int:Senior Data Scientist,anthony.day@example.com,anthonyday,ext_8af29aea,8af29aea,cv_8af29aea,392.761.3715x04165,(701)277-7490,1995,AI/ML,United Kingdom,Swedish,f0f08c25,b82d3cd2,2023-12-25,2024-08-17,11,2024,Azure Fundamentals,Microsoft,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Derek Murray,int:Consultant Backend Engineer,derek.murray@example.org,derekmurray,ext_dd5d10aa,dd5d10aa,cv_dd5d10aa,+1-897-359-2304x5018,(342)636-1032x6642,1977,Software Engineering,India,British,8ba26a1f,2e1a8172,2023-12-29,2024-12-26,11,2024,SQL Advanced,Microsoft,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Brent Gray,int:Lead Solution Architect,brent.gray@example.org,brentgray,ext_72fffcec,72fffcec,cv_72fffcec,964.692.5158x3776,001-896-316-5926,1993,Architecture,Ireland,Polish,f9da47fc,069794d6,2024-02-10,2024-01-26,2,2023,Azure Fundamentals,Microsoft,Intensive 3-day workshop.,True,int:No,certificate.pdf
Power BI,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_60c36a34,60c36a34,cv_60c36a34,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,f6786579,0a243524,2025-07-26,2024-05-04,3,2018,Power BI,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_60c36a34,60c36a34,cv_60c36a34,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,6fe483a3,627ea4cc,2024-09-24,2024-12-25,9,2018,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_60c36a34,60c36a34,cv_60c36a34,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,d458878e,51531c5b,2024-11-12,2024-09-15,6,2022,Azure Fundamentals,Udemy,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_60c36a34,60c36a34,cv_60c36a34,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,a1c051f1,cb4f452e,2025-11-17,2024-10-04,4,2024,Power BI,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
AWS Solutions Architect,int:Kathleen Gray,int:Principal Data Platform Engineer,kathleen.gray@example.com,kathleengray,ext_056532e8,056532e8,cv_056532e8,6817866179,891-680-1722x601,1969,Data Engineering,Ireland,Polish,f776b687,189650fa,2025-08-11,2024-08-13,6,2020,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Kathleen Gray,int:Principal Data Platform Engineer,kathleen.gray@example.com,kathleengray,ext_056532e8,056532e8,cv_056532e8,6817866179,891-680-1722x601,1969,Data Engineering,Ireland,Polish,2c500382,3da74636,2024-09-21,2024-07-13,4,2022,SQL Advanced,AWS,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Kathleen Gray,int:Principal Data Platform Engineer,kathleen.gray@example.com,kathleengray,ext_056532e8,056532e8,cv_056532e8,6817866179,891-680-1722x601,1969,Data Engineering,Ireland,Polish,2a0a06de,f8159b9b,2025-03-13,2025-10-23,8,2022,AWS Solutions Architect,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Kathleen Gray,int:Principal Data Platform Engineer,kathleen.gray@example.com,kathleengray,ext_056532e8,056532e8,cv_056532e8,6817866179,891-680-1722x601,1969,Data Engineering,Ireland,Polish,bbe603d7,37f06923,2024-02-07,2024-06-04,1,2019,Power BI,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Karen Decker,int:Associate AWS Engineer,karen.decker@example.org,karendecker,ext_be0ca7a6,be0ca7a6,cv_be0ca7a6,897-279-4523x21941,9616027769,1971,Cloud Engineering,United Kingdom,British,e09f3ebd,5208a61a,2024-08-20,2025-08-20,7,2018,Azure Fundamentals,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
Power BI,int:Karen Decker,int:Associate AWS Engineer,karen.decker@example.org,karendecker,ext_be0ca7a6,be0ca7a6,cv_be0ca7a6,897-279-4523x21941,9616027769,1971,Cloud Engineering,United Kingdom,British,ad099ee5,9193cc71,2025-10-19,2023-12-27,12,2020,Power BI,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Karen Decker,int:Associate AWS Engineer,karen.decker@example.org,karendecker,ext_be0ca7a6,be0ca7a6,cv_be0ca7a6,897-279-4523x21941,9616027769,1971,Cloud Engineering,United Kingdom,British,55b0f4e1,7ac42857,2024-02-13,2025-01-24,4,2019,Azure Fundamentals,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
AWS Solutions Architect,int:Karen Decker,int:Associate AWS Engineer,karen.decker@example.org,karendecker,ext_be0ca7a6,be0ca7a6,cv_be0ca7a6,897-279-4523x21941,9616027769,1971,Cloud Engineering,United Kingdom,British,8b36092f,3894656e,2025-10-12,2025-10-22,10,2024,AWS Solutions Architect,Coursera,,False,int:No,certificate.pdf
AWS Solutions Architect,int:Andrew Ryan,int:Head of UCD and Insights,andrew.ryan@example.com,andrewryan,ext_36da746e,36da746e,cv_36da746e,560.612.2777x0793,001-660-250-1667,1985,Head of UCD and Insights,Ireland,Norwegian,8b9e5d94,3e09df2f,2024-09-21,2024-09-24,9,2018,AWS Solutions Architect,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Andrew Ryan,int:Head of UCD and Insights,andrew.ryan@example.com,andrewryan,ext_36da746e,36da746e,cv_36da746e,560.612.2777x0793,001-660-250-1667,1985,Head of UCD and Insights,Ireland,Norwegian,157840f7,e2bd3822,2025-04-24,2023-12-12,2,2024,AWS Solutions Architect,AWS,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Databricks Lakehouse,int:Andrew Ryan,int:Head of UCD and Insights,andrew.ryan@example.com,andrewryan,ext_36da746e,36da746e,cv_36da746e,560.612.2777x0793,001-660-250-1667,1985,Head of UCD and Insights,Ireland,Norwegian,e7aaeb99,3eff33ff,2024-08-27,2025-08-26,4,2021,Databricks Lakehouse,AWS,,True,int:No,certificate.pdf
Azure Fundamentals,int:Zoe Bell,int:Principal Databricks Engineer,zoe.bell@example.com,zoebell,ext_4cdddc1a,4cdddc1a,cv_4cdddc1a,767.389.9730x8069,567-917-9576x024,1974,Data Engineering,Spain,Norwegian,d78198bd,33ac1033,2024-11-10,2024-08-06,12,2024,Azure Fundamentals,Internal,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Azure Fundamentals,int:Zoe Bell,int:Principal Databricks Engineer,zoe.bell@example.com,zoebell,ext_4cdddc1a,4cdddc1a,cv_4cdddc1a,767.389.9730x8069,567-917-9576x024,1974,Data Engineering,Spain,Norwegian,9e611e5e,73f9fc67,2024-07-30,2024-10-24,12,2022,Azure Fundamentals,Databricks,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Zoe Bell,int:Principal Databricks Engineer,zoe.bell@example.com,zoebell,ext_4cdddc1a,4cdddc1a,cv_4cdddc1a,767.389.9730x8069,567-917-9576x024,1974,Data Engineering,Spain,Norwegian,bea9fef8,e9aea901,2024-03-19,2025-01-25,8,2018,AWS Solutions Architect,Microsoft,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Zoe Bell,int:Principal Databricks Engineer,zoe.bell@example.com,zoebell,ext_4cdddc1a,4cdddc1a,cv_4cdddc1a,767.389.9730x8069,567-917-9576x024,1974,Data Engineering,Spain,Norwegian,9953e2b7,3ad6d4de,2025-09-04,2024-06-04,7,2022,SQL Advanced,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Zoe Bell,int:Principal Databricks Engineer,zoe.bell@example.com,zoebell,ext_4cdddc1a,4cdddc1a,cv_4cdddc1a,767.389.9730x8069,567-917-9576x024,1974,Data Engineering,Spain,Norwegian,8f5a8078,734d7091,2024-09-04,2025-04-27,11,2021,Azure Fundamentals,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Zoe Bell,int:Principal Databricks Engineer,zoe.bell@example.com,zoebell,ext_4cdddc1a,4cdddc1a,cv_4cdddc1a,767.389.9730x8069,567-917-9576x024,1974,Data Engineering,Spain,Norwegian,4332cab5,32a30d3c,2025-01-17,2024-07-08,2,2021,Azure Fundamentals,Databricks,Intensive 3-day workshop.,False,int:No,certificate.pdf
Databricks Lakehouse,int:Debra Harrington,int:Associate Data Engineer,debra.harrington@mail.test,debraharrington,ext_2ebf7d04,2ebf7d04,cv_2ebf7d04,(873)783-9597x246,329.834.1722x3297,1990,Data Engineering,Australia,Swedish,af7e393f,215965a2,2024-11-29,2025-09-09,7,2025,Databricks Lakehouse,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
Databricks Lakehouse,int:Debra Harrington,int:Associate Data Engineer,debra.harrington@mail.test,debraharrington,ext_2ebf7d04,2ebf7d04,cv_2ebf7d04,(873)783-9597x246,329.834.1722x3297,1990,Data Engineering,Australia,Swedish,4f8fb124,b4f9083b,2024-07-13,2025-01-13,4,2020,Databricks Lakehouse,AWS,,True,int:Yes,certificate.pdf
Databricks Lakehouse,int:Debra Harrington,int:Associate Data Engineer,debra.harrington@mail.test,debraharrington,ext_2ebf7d04,2ebf7d04,cv_2ebf7d04,(873)783-9597x246,329.834.1722x3297,1990,Data Engineering,Australia,Swedish,677892df,e4d7ee8e,2025-04-07,2025-11-03,1,2023,Databricks Lakehouse,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Denise Webster,int:Consultant Data Scientist,denise.webster@mail.test,denisewebster,ext_9f09c8d2,9f09c8d2,cv_9f09c8d2,243.338.0054x5228,661-493-1837x45508,1977,AI/ML,United Kingdom,Danish,7942d1de,3a032c27,2024-11-24,2025-09-01,8,2019,SQL Advanced,Databricks,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Denise Webster,int:Consultant Data Scientist,denise.webster@mail.test,denisewebster,ext_9f09c8d2,9f09c8d2,cv_9f09c8d2,243.338.0054x5228,661-493-1837x45508,1977,AI/ML,United Kingdom,Danish,3b773e92,e80b748a,2025-01-18,2024-06-18,12,2020,Databricks Lakehouse,Microsoft,Intensive 3-day workshop.,True,int:No,certificate.pdf
AWS Solutions Architect,int:Denise Webster,int:Consultant Data Scientist,denise.webster@mail.test,denisewebster,ext_9f09c8d2,9f09c8d2,cv_9f09c8d2,243.338.0054x5228,661-493-1837x45508,1977,AI/ML,United Kingdom,Danish,0f1d54be,f874fb1d,2024-08-15,2024-01-27,6,2023,AWS Solutions Architect,Internal,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Denise Webster,int:Consultant Data Scientist,denise.webster@mail.test,denisewebster,ext_9f09c8d2,9f09c8d2,cv_9f09c8d2,243.338.0054x5228,661-493-1837x45508,1977,AI/ML,United Kingdom,Danish,b1575ae1,da13812b,2024-06-27,2024-12-13,10,2020,Databricks Lakehouse,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Denise Webster,int:Consultant Data Scientist,denise.webster@mail.test,denisewebster,ext_9f09c8d2,9f09c8d2,cv_9f09c8d2,243.338.0054x5228,661-493-1837x45508,1977,AI/ML,United Kingdom,Danish,5ff27148,9b0a5666,2024-03-09,2025-05-11,5,2025,Azure Fundamentals,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Denise Webster,int:Consultant Data Scientist,denise.webster@mail.test,denisewebster,ext_9f09c8d2,9f09c8d2,cv_9f09c8d2,243.338.0054x5228,661-493-1837x45508,1977,AI/ML,United Kingdom,Danish,fe47d876,65243c4a,2024-11-19,2024-03-01,7,2025,Power BI,Internal,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_21e33b13,21e33b13,cv_21e33b13,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,20d70b7c,91954efc,2024-12-26,2025-07-19,2,2021,AWS Solutions Architect,Microsoft,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Azure Fundamentals,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_21e33b13,21e33b13,cv_21e33b13,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,d5a2449c,74042a95,2024-07-27,2025-09-28,9,2019,Azure Fundamentals,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_21e33b13,21e33b13,cv_21e33b13,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,eca119f6,90c1291b,2024-05-02,2025-08-04,5,2020,AWS Solutions Architect,AWS,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_21e33b13,21e33b13,cv_21e33b13,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,36884d15,ca2fb2ce,2024-02-06,2024-02-08,5,2020,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,False,int:No,certificate.pdf
Databricks Lakehouse,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_21e33b13,21e33b13,cv_21e33b13,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,dc6d5003,f87c84ed,2024-02-11,2024-01-24,11,2025,Databricks Lakehouse,Databricks,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Databricks Lakehouse,int:Andrew Hernandez,int:Lead Data Engineer,andrew.hernandez@example.com,andrewhernandez,ext_aebb6d5a,aebb6d5a,cv_aebb6d5a,+1-455-321-3760x3754,856-953-2863x266,1978,Data Engineering,United Kingdom,Danish,be42e9a8,df642f03,2025-04-28,2024-07-11,3,2020,Databricks Lakehouse,Udemy,Intensive 3-day workshop.,False,int:No,
AWS Solutions Architect,int:Andrew Hernandez,int:Lead Data Engineer,andrew.hernandez@example.com,andrewhernandez,ext_aebb6d5a,aebb6d5a,cv_aebb6d5a,+1-455-321-3760x3754,856-953-2863x266,1978,Data Engineering,United Kingdom,Danish,b355c245,b7cd3744,2025-07-17,2025-08-22,7,2018,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,False,int:No,
Power BI,int:Andrew Hernandez,int:Lead Data Engineer,andrew.hernandez@example.com,andrewhernandez,ext_aebb6d5a,aebb6d5a,cv_aebb6d5a,+1-455-321-3760x3754,856-953-2863x266,1978,Data Engineering,United Kingdom,Danish,ba3660eb,02555807,2024-12-21,2024-11-10,1,2021,Power BI,AWS,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Andrew Hernandez,int:Lead Data Engineer,andrew.hernandez@example.com,andrewhernandez,ext_aebb6d5a,aebb6d5a,cv_aebb6d5a,+1-455-321-3760x3754,856-953-2863x266,1978,Data Engineering,United Kingdom,Danish,23913f4b,d1fa8bd2,2024-09-10,2023-12-18,1,2023,AWS Solutions Architect,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_a916cf8e,a916cf8e,cv_a916cf8e,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,79cef329,79f81af6,2024-05-14,2025-10-13,5,2021,SQL Advanced,Databricks,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_a916cf8e,a916cf8e,cv_a916cf8e,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,e1abf1b1,7312f066,2024-03-28,2023-11-30,4,2024,SQL Advanced,Microsoft,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_a916cf8e,a916cf8e,cv_a916cf8e,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,c0acc77e,17f17a38,2024-10-21,2025-04-29,2,2019,SQL Advanced,Databricks,Intensive 3-day workshop.,True,int:No,
