Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month from,Year from,Month to,Year to,Highlighted,Attachments,Place of study,Degree,Description
Andrew Ryan,int:Andrew Ryan,int:Head of UCD and Insights,andrew.ryan@example.com,andrewryan,ext_98ec4779,98ec4779,cv_98ec4779,560.612.2777x0793,001-660-250-1667,1985,Head of UCD and Insights,Ireland,Norwegian,12900a44,7d95611b,2022-11-08,2024-04-29,6,2012,4,2017,False,diploma.pdf,OU,MSc Data Science,Thesis on scalable data pipelines.
Andrew Ryan,int:Andrew Ryan,int:Head of UCD and Insights,andrew.ryan@example.com,andrewryan,ext_98ec4779,98ec4779,cv_98ec4779,560.612.2777x0793,001-660-250-1667,1985,Head of UCD and Insights,Ireland,Norwegian,ea92e03d,a1a26b7f,2024-11-19,2023-08-17,2,2009,1,2011,True,diploma.pdf,NTNU,BEng Software Eng,Thesis on scalable data pipelines.
Andrew Ryan,int:Andrew Ryan,int:Head of UCD and Insights,andrew.ryan@example.com,andrewryan,ext_98ec4779,98ec4779,cv_98ec4779,560.612.2777x0793,001-660-250-1667,1985,Head of UCD and Insights,Ireland,Norwegian,38dd0486,84c89f67,2023-11-22,2025-08-17,12,2022,10,2023,True,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Zoe Bell,int:Zoe Bell,int:Principal Databricks Engineer,zoe.bell@example.com,zoebell,ext_9da24b8a,9da24b8a,cv_9da24b8a,767.389.9730x8069,567-917-9576x024,1974,Data Engineering,Spain,Norwegian,ec9ebad9,82ff6795,2021-12-03,2022-03-29,8,2019,9,2019,True,diploma.pdf,UiO,BSc Computer Science,
Debra Harrington,int:Debra Harrington,int:Associate Data Engineer,debra.harrington@mail.test,debraharrington,ext_177a019e,177a019e,cv_177a019e,(873)783-9597x246,329.834.1722x3297,1990,Data Engineering,Australia,Swedish,7b6ca63c,335f8db6,2025-04-03,2022-07-01,9,2012,9,2013,True,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Denise Webster,int:Denise Webster,int:Consultant Data Scientist,denise.webster@mail.test,denisewebster,ext_dc22c574,dc22c574,cv_dc22c574,243.338.0054x5228,661-493-1837x45508,1977,AI/ML,United Kingdom,Danish,ed99698f,0ed086a8,2022-03-07,2022-12-04,5,2021,5,2022,False,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Stefanie Gonzalez,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_6a83e8bc,6a83e8bc,cv_6a83e8bc,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,3d417f3f,46f4d3e8,2025-03-08,2025-07-11,7,2011,6,2013,True,diploma.pdf,NTNU,BEng Software Eng,
Stefanie Gonzalez,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_6a83e8bc,6a83e8bc,cv_6a83e8bc,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,945951bf,41bc6ea0,2022-01-04,2025-01-14,7,2015,8,2017,True,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
Stefanie Gonzalez,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_6a83e8bc,6a83e8bc,cv_6a83e8bc,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,e25e186c,c6426539,2023-11-16,2025-02-16,9,2015,4,2020,False,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Andrew Hernandez,int:Andrew Hernandez,int:Lead Data Engineer,andrew.hernandez@example.com,andrewhernandez,ext_eaad8b80,eaad8b80,cv_eaad8b80,+1-455-321-3760x3754,856-953-2863x266,1978,Data Engineering,United Kingdom,Danish,08753b3a,87df1e37,2023-10-05,2023-02-18,10,2022,12,2024,True,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Anne Robinson,int:Anne Robinson,int:Consultant Frontend Engineer,anne.robinson@example.com,annerobinson,ext_56923389,56923389,cv_56923389,001-367-238-9975x634,+1-656-728-8431,2000,Software Engineering,United Kingdom,Danish,6fce095a,c2107580,2023-01-06,2023-05-07,3,2018,5,2021,True,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Holly Wang,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_36ac8535,36ac8535,cv_36ac8535,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,3f6b8aaa,fc5626b5,2024-07-05,2023-02-15,7,2013,11,2015,True,,KTH,MSc Data Science,Thesis on scalable data pipelines.
Holly Wang,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_36ac8535,36ac8535,cv_36ac8535,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,ef888085,a39106ff,2022-07-22,2023-09-05,9,2013,2,2014,True,diploma.pdf,KTH,BEng Software Eng,Thesis on scalable data pipelines.
Holly Wang,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_36ac8535,36ac8535,cv_36ac8535,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,af3497b2,ada31d4b,2022-12-16,2024-04-30,4,2019,11,2024,False,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Gary Lawson,int:Gary Lawson,int:Principal Python Developer,gary.lawson@example.org,garylawson,ext_da019610,da019610,cv_da019610,(544)792-6831x589,912.366.1106x273,1988,Data Engineering,United Kingdom,Polish,4d69e3b5,91c1f018,2023-11-29,2022-03-12,3,2014,11,2016,True,diploma.pdf,OU,MSc Data Science,Thesis on scalable data pipelines.
Julie Wilson,int:Julie Wilson,int:Lead Enterprise Architect,julie.wilson@example.org,juliewilson,ext_20053d9e,20053d9e,cv_20053d9e,(986)898-8649x767,(328)527-7288,1971,Architecture,Slovenia,British,f7ba1f5b,474c8988,2024-08-25,2025-01-01,12,2016,6,2019,False,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Julie Wilson,int:Julie Wilson,int:Lead Enterprise Architect,julie.wilson@example.org,juliewilson,ext_20053d9e,20053d9e,cv_20053d9e,(986)898-8649x767,(328)527-7288,1971,Architecture,Slovenia,British,b6249f28,c04dc2d3,2021-12-19,2024-10-19,8,2017,10,2017,False,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Julie Wilson,int:Julie Wilson,int:Lead Enterprise Architect,julie.wilson@example.org,juliewilson,ext_20053d9e,20053d9e,cv_20053d9e,(986)898-8649x767,(328)527-7288,1971,Architecture,Slovenia,British,0d4393d9,794252fd,2023-11-10,2022-08-08,6,2019,1,2024,True,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Lori Oconnell,int:Lori Oconnell,int:Principal .NET Engineer,lori.oconnell@example.org,lorioconnell,ext_85d1778a,85d1778a,cv_85d1778a,670.228.5196x115,221.654.5447x02296,1996,Software Engineering,United Kingdom,British,c9a1c3fd,cd13ff81,2022-03-30,2023-04-27,1,2015,7,2018,True,,KTH,BEng Software Eng,Thesis on scalable data pipelines.
Daniel Johnson,int:Daniel Johnson,int:Principal .NET Engineer,daniel.johnson@mail.test,danieljohnson,ext_409a9508,409a9508,cv_409a9508,632-970-1851x0679,867-892-2877x72519,1973,Software Engineering,Australia,Danish,30c0f9f1,a3a9b57e,2025-01-13,2025-03-15,4,2023,12,2024,False,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Daniel Johnson,int:Daniel Johnson,int:Principal .NET Engineer,daniel.johnson@mail.test,danieljohnson,ext_409a9508,409a9508,cv_409a9508,632-970-1851x0679,867-892-2877x72519,1973,Software Engineering,Australia,Danish,447c63eb,339e8e62,2023-10-23,2022-06-02,4,2009,6,2014,False,,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Larry Byrd,int:Larry Byrd,int:Principal Oracle Engineer,larry.byrd@mail.test,larrybyrd,ext_0f30b926,0f30b926,cv_0f30b926,265.680.7412,+1-518-913-9890,1978,Cloud Engineering,Slovenia,Danish,dec1b185,6201db19,2023-08-22,2025-07-20,7,2021,7,2023,False,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Susan Sanders,int:Susan Sanders,int:Principal Cloud Architect,susan.sanders@example.com,susansanders,ext_7d6e444f,7d6e444f,cv_7d6e444f,701.882.0433x97189,001-707-805-6260,1996,Architecture,Slovenia,Swedish,6fab963f,bc913626,2024-08-10,2023-10-29,5,2012,12,2016,False,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Jennifer Jones,int:Jennifer Jones,int:Principal C# Developer,jennifer.jones@example.com,jenniferjones,ext_8e1855c3,8e1855c3,cv_8e1855c3,611-818-2422x412,+1-720-695-2004x61526,1983,Software Engineering,Australia,Polish,e2137f47,dbfa1b37,2025-04-01,2023-11-09,12,2011,5,2013,False,,UiO,MSc Data Science,Thesis on scalable data pipelines.
Jennifer Jones,int:Jennifer Jones,int:Principal C# Developer,jennifer.jones@example.com,jenniferjones,ext_8e1855c3,8e1855c3,cv_8e1855c3,611-818-2422x412,+1-720-695-2004x61526,1983,Software Engineering,Australia,Polish,588a8fcc,3aa83a11,2025-08-28,2024-03-15,6,2015,4,2017,False,diploma.pdf,KTH,BEng Software Eng,Thesis on scalable data pipelines.
Jennifer Jones,int:Jennifer Jones,int:Principal C# Developer,jennifer.jones@example.com,jenniferjones,ext_8e1855c3,8e1855c3,cv_8e1855c3,611-818-2422x412,+1-720-695-2004x61526,1983,Software Engineering,Australia,Polish,e64f970b,4f07ff85,2023-10-23,2023-04-25,7,2018,12,2021,True,diploma.pdf,KTH,MSc Data Science,Thesis on scalable data pipelines.
Hannah Burton,int:Hannah Burton,int:Associate .NET Engineer,hannah.burton@mail.test,hannahburton,ext_bba4c25b,bba4c25b,cv_bba4c25b,(610)233-9937x8861,578-461-7063x04891,1979,Software Engineering,Spain,Norwegian,7a2a5be1,dc0d8de1,2022-09-02,2023-09-12,9,2020,6,2022,True,diploma.pdf,UiO,MSc Data Science,Thesis on scalable data pipelines.
David Riggs,int:David Riggs,int:Principal C# Developer,david.riggs@example.org,davidriggs,ext_69565a0c,69565a0c,cv_69565a0c,935-253-7950x209,2269876811,1986,Software Engineering,Spain,British,d00342db,7c447bde,2025-10-27,2024-02-29,9,2022,1,2024,False,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
David Riggs,int:David Riggs,int:Principal C# Developer,david.riggs@example.org,davidriggs,ext_69565a0c,69565a0c,cv_69565a0c,935-253-7950x209,2269876811,1986,Software Engineering,Spain,British,138991b2,373e64e8,2022-07-09,2023-08-30,2,2014,10,2016,True,diploma.pdf,OU,MSc Data Science,Thesis on scalable data pipelines.
Kimberly Reed,int:Kimberly Reed,int:Principal Delivery Manager,kimberly.reed@example.org,kimberlyreed,ext_495c05d3,495c05d3,cv_495c05d3,+1-215-569-5620x17537,001-604-953-1943x3750,1980,Delivery Management,United Kingdom,Norwegian,4a7def1a,63d00285,2023-08-04,2024-01-23,1,2012,8,2016,True,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Ross Wood,int:Ross Wood,int:Associate Azure Engineer,ross.wood@example.com,rosswood,ext_0e7ed3cc,0e7ed3cc,cv_0e7ed3cc,001-593-403-6149x872,692-512-4938,1980,Cloud Engineering,India,Polish,0be2faef,cadd05a3,2022-09-22,2023-12-18,5,2022,10,2024,False,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
Ross Wood,int:Ross Wood,int:Associate Azure Engineer,ross.wood@example.com,rosswood,ext_0e7ed3cc,0e7ed3cc,cv_0e7ed3cc,001-593-403-6149x872,692-512-4938,1980,Cloud Engineering,India,Polish,dfdb3a74,9966d5aa,2024-06-06,2024-03-25,9,2022,2,2024,False,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Ross Wood,int:Ross Wood,int:Associate Azure Engineer,ross.wood@example.com,rosswood,ext_0e7ed3cc,0e7ed3cc,cv_0e7ed3cc,001-593-403-6149x872,692-512-4938,1980,Cloud Engineering,India,Polish,12792c76,7d52998d,2022-07-16,2025-01-11,6,2017,10,2022,False,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Daniel Yu,int:Daniel Yu,int:Principal DevOps Engineer,daniel.yu@example.org,danielyu,ext_6a35b585,6a35b585,cv_6a35b585,335.305.8319x9717,6068512070,2002,Cloud Engineering,Ireland,British,b96c3dfe,33ef0f94,2024-04-19,2024-08-21,11,2010,4,2012,True,diploma.pdf,OU,MSc Data Science,Thesis on scalable data pipelines.
Daniel Yu,int:Daniel Yu,int:Principal DevOps Engineer,daniel.yu@example.org,danielyu,ext_6a35b585,6a35b585,cv_6a35b585,335.305.8319x9717,6068512070,2002,Cloud Engineering,Ireland,British,61710f7c,2b1953ad,2022-11-26,2025-06-07,12,2013,12,2017,True,diploma.pdf,OU,BEng Software Eng,
Daniel Yu,int:Daniel Yu,int:Principal DevOps Engineer,daniel.yu@example.org,danielyu,ext_6a35b585,6a35b585,cv_6a35b585,335.305.8319x9717,6068512070,2002,Cloud Engineering,Ireland,British,7c63b490,4568a331,2025-04-09,2023-02-02,3,2016,5,2020,False,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
Cynthia Poole,int:Cynthia Poole,int:Senior Data Engineer,cynthia.poole@mail.test,cynthiapoole,ext_28120250,28120250,cv_28120250,810-580-4661,+1-990-776-7699x150,1996,Data Engineering,United Kingdom,Polish,c5ab39b8,32cbc6b4,2022-06-16,2023-10-30,7,2019,3,2022,True,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Jasmine Graham,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_b0567df2,b0567df2,cv_b0567df2,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,Norwegian,6428212e,d879608c,2024-11-20,2023-02-07,2,2008,4,2010,True,diploma.pdf,KTH,MSc Data Science,Thesis on scalable data pipelines.
Jessica Sheppard,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_ff1f14eb,ff1f14eb,cv_ff1f14eb,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,d6c92233,396ac74c,2024-07-26,2025-08-24,3,2020,3,2023,False,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Jessica Sheppard,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_ff1f14eb,ff1f14eb,cv_ff1f14eb,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,78173368,1c293fb8,2025-05-13,2024-10-25,1,2013,8,2015,True,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Joseph Morton,int:Joseph Morton,int:Senior MLOps Engineer,joseph.morton@example.org,josephmorton,ext_f4c91dcf,f4c91dcf,cv_f4c91dcf,677.895.9959,921-770-7303x37933,1996,Data Engineering,United Kingdom,Norwegian,b311b6cb,a17ef3bf,2022-08-16,2023-09-21,6,2012,8,2013,False,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Joseph Morton,int:Joseph Morton,int:Senior MLOps Engineer,joseph.morton@example.org,josephmorton,ext_f4c91dcf,f4c91dcf,cv_f4c91dcf,677.895.9959,921-770-7303x37933,1996,Data Engineering,United Kingdom,Norwegian,eaf8df6e,ff90acf6,2023-11-13,2022-03-30,8,2022,8,2022,False,diploma.pdf,NTNU,BEng Software Eng,Thesis on scalable data pipelines.
Ryan Simon,int:Ryan Simon,int:Lead Enterprise Architect,ryan.simon@example.com,ryansimon,ext_16104669,16104669,cv_16104669,+1-432-830-2410,+1-315-334-7355x2896,1971,Architecture,United Kingdom,Norwegian,bfbeb59e,0eac8520,2025-05-21,2022-07-20,1,2017,2,2018,False,diploma.pdf,KTH,MSc Data Science,Thesis on scalable data pipelines.
Joseph Christian,int:Joseph Christian,int:Consultant Oracle Engineer,joseph.christian@mail.test,josephchristian,ext_be2b9125,be2b9125,cv_be2b9125,(823)538-6559,2996384253,1997,Cloud Engineering,United Kingdom,Swedish,3455abaa,199d7a92,2025-08-14,2023-07-31,7,2012,5,2013,True,diploma.pdf,KTH,MSc Data Science,
Joseph Christian,int:Joseph Christian,int:Consultant Oracle Engineer,joseph.christian@mail.test,josephchristian,ext_be2b9125,be2b9125,cv_be2b9125,(823)538-6559,2996384253,1997,Cloud Engineering,United Kingdom,Swedish,8fcf5112,3478a708,2025-08-24,2023-05-29,5,2019,8,2022,False,diploma.pdf,NTNU,BSc Computer Science,
Joseph Christian,int:Joseph Christian,int:Consultant Oracle Engineer,joseph.christian@mail.test,josephchristian,ext_be2b9125,be2b9125,cv_be2b9125,(823)538-6559,2996384253,1997,Cloud Engineering,United Kingdom,Swedish,f0b03964,908c972f,2025-03-30,2025-05-28,6,2009,2,2014,True,diploma.pdf,OU,MSc Data Science,Thesis on scalable data pipelines.
Mariah Miller,int:Mariah Miller,int:Senior Scrum Master,mariah.miller@example.com,mariahmiller,ext_392c655d,392c655d,cv_392c655d,(489)873-1791,001-885-278-7255x87774,1991,Delivery Management,United Kingdom,Polish,5a937662,25716d26,2024-08-15,2022-04-22,3,2020,10,2023,True,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Nicole Sanchez,int:Nicole Sanchez,int:Senior DevOps Engineer,nicole.sanchez@example.com,nicolesanchez,ext_80f92f0e,80f92f0e,cv_80f92f0e,833.473.6346,(248)912-1478x539,1976,Cloud Engineering,Australia,Norwegian,89a18f68,92addc6a,2025-02-21,2023-01-11,12,2019,2,2023,False,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Nicole Sanchez,int:Nicole Sanchez,int:Senior DevOps Engineer,nicole.sanchez@example.com,nicolesanchez,ext_80f92f0e,80f92f0e,cv_80f92f0e,833.473.6346,(248)912-1478x539,1976,Cloud Engineering,Australia,Norwegian,76db8f10,13fd5a13,2021-11-30,2024-08-12,4,2018,6,2021,True,diploma.pdf,OU,BEng Software Eng,Thesis on scalable data pipelines.
Steven Bishop,int:Steven Bishop,int:Principal Data Engineer,steven.bishop@example.com,stevenbishop,ext_0e7282c8,0e7282c8,cv_0e7282c8,495.967.7665x75460,341.651.4888,1992,Data Engineering,India,Swedish,c341f277,eb362df9,2023-05-31,2024-10-01,1,2010,11,2010,False,diploma.pdf,UiO,MSc Data Science,Thesis on scalable data pipelines.
Steven Bishop,int:Steven Bishop,int:Principal Data Engineer,steven.bishop@example.com,stevenbishop,ext_0e7282c8,0e7282c8,cv_0e7282c8,495.967.7665x75460,341.651.4888,1992,Data Engineering,India,Swedish,9122aa2a,4a007fe6,2025-03-27,2024-07-31,2,2010,8,2015,True,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Nicholas Johnson,int:Nicholas Johnson,int:Principal ML Engineer,nicholas.johnson@example.org,nicholasjohnson,ext_e30d3638,e30d3638,cv_e30d3638,511.715.0835,844-839-2840x445,1975,AI/ML,Slovenia,Norwegian,60197053,997cdca0,2025-01-25,2022-05-25,6,2012,10,2017,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Nicholas Johnson,int:Nicholas Johnson,int:Principal ML Engineer,nicholas.johnson@example.org,nicholasjohnson,ext_e30d3638,e30d3638,cv_e30d3638,511.715.0835,844-839-2840x445,1975,AI/ML,Slovenia,Norwegian,bc1e360d,be184b81,2022-01-28,2022-11-23,12,2010,2,2013,True,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Melissa White,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_b069f045,b069f045,cv_b069f045,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,cd958ea9,23bd5fb5,2025-11-11,2021-12-11,5,2011,7,2015,True,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Melissa White,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_b069f045,b069f045,cv_b069f045,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,add05cb1,f8ad2124,2023-02-26,2023-11-07,12,2011,8,2013,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Jason Salinas,int:Jason Salinas,int:Senior MLOps Engineer,jason.salinas@mail.test,jasonsalinas,ext_fe907c5a,fe907c5a,cv_fe907c5a,(892)840-7553,+1-868-845-9090x22599,1980,Data Engineering,Ireland,Swedish,fc56fb14,b52d8019,2025-03-21,2024-11-29,9,2008,4,2011,False,diploma.pdf,KTH,BEng Software Eng,Thesis on scalable data pipelines.
Jason Salinas,int:Jason Salinas,int:Senior MLOps Engineer,jason.salinas@mail.test,jasonsalinas,ext_fe907c5a,fe907c5a,cv_fe907c5a,(892)840-7553,+1-868-845-9090x22599,1980,Data Engineering,Ireland,Swedish,db9042b8,74568b67,2022-02-11,2025-02-21,9,2021,8,2024,True,diploma.pdf,NTNU,BEng Software Eng,Thesis on scalable data pipelines.
Matthew Beard,int:Matthew Beard,int:Senior .NET Engineer,matthew.beard@example.org,matthewbeard,ext_a4f34f96,a4f34f96,cv_a4f34f96,961.686.3715,421-582-0970,1971,Software Engineering,India,Danish,5034a677,e3ba6ccf,2023-01-12,2021-12-09,9,2021,11,2021,True,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Matthew Beard,int:Matthew Beard,int:Senior .NET Engineer,matthew.beard@example.org,matthewbeard,ext_a4f34f96,a4f34f96,cv_a4f34f96,961.686.3715,421-582-0970,1971,Software Engineering,India,Danish,92c3a629,0cba2de6,2023-01-02,2022-08-31,3,2019,4,2020,True,diploma.pdf,NTNU,BEng Software Eng,Thesis on scalable data pipelines.
Matthew Beard,int:Matthew Beard,int:Senior .NET Engineer,matthew.beard@example.org,matthewbeard,ext_a4f34f96,a4f34f96,cv_a4f34f96,961.686.3715,421-582-0970,1971,Software Engineering,India,Danish,a3cb7fe2,44ed26b8,2024-06-15,2023-03-02,4,2019,8,2022,False,diploma.pdf,OU,MSc Data Science,
Jacqueline Hill,int:Jacqueline Hill,int:Lead Data Platform Engineer,jacqueline.hill@example.com,jacquelinehill,ext_c2dd10f2,c2dd10f2,cv_c2dd10f2,264-733-4817,502.456.6212x86716,1993,Data Engineering,India,British,2d320ae2,60b6faec,2021-12-16,2025-08-10,11,2009,8,2014,False,diploma.pdf,KTH,MSc Data Science,
Jacqueline Hill,int:Jacqueline Hill,int:Lead Data Platform Engineer,jacqueline.hill@example.com,jacquelinehill,ext_c2dd10f2,c2dd10f2,cv_c2dd10f2,264-733-4817,502.456.6212x86716,1993,Data Engineering,India,British,df59f180,d3438664,2025-03-17,2024-07-04,8,2020,5,2020,False,diploma.pdf,KTH,MSc Data Science,
Christopher Cortez,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_a61279a5,a61279a5,cv_a61279a5,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,9891a76a,ba1478d7,2025-11-01,2022-01-19,3,2008,5,2009,False,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Christopher Cortez,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_a61279a5,a61279a5,cv_a61279a5,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,fb8bbd9c,20769e10,2024-02-17,2022-11-18,8,2015,6,2017,True,,KTH,BEng Software Eng,
Christopher Cortez,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_a61279a5,a61279a5,cv_a61279a5,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,94c83624,4fad29a5,2025-10-16,2022-11-07,3,2021,7,2024,False,,OU,BSc Computer Science,Thesis on scalable data pipelines.
Tracy Chang,int:Tracy Chang,int:Senior .NET Engineer,tracy.chang@example.com,tracychang,ext_1784c6ac,1784c6ac,cv_1784c6ac,001-937-468-1511x856,838-207-0176x563,1994,Software Engineering,India,Swedish,9acc26ae,78b227e3,2023-05-16,2025-09-01,9,2013,10,2014,False,diploma.pdf,NTNU,BEng Software Eng,Thesis on scalable data pipelines.
Christopher Walker,int:Christopher Walker,int:Head of Product and Service Design,christopher.walker@mail.test,christopherwalker,ext_0903c429,0903c429,cv_0903c429,(333)410-6005x313,001-820-868-1558x3938,1986,Head of Product and Service Design,India,Danish,d16f6b7b,6052ff03,2022-10-17,2023-05-11,1,2009,2,2014,True,,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Christopher Walker,int:Christopher Walker,int:Head of Product and Service Design,christopher.walker@mail.test,christopherwalker,ext_0903c429,0903c429,cv_0903c429,(333)410-6005x313,001-820-868-1558x3938,1986,Head of Product and Service Design,India,Danish,1002e223,63dad31c,2022-10-27,2025-03-22,7,2021,2,2024,True,diploma.pdf,KTH,BEng Software Eng,
Heather Torres,int:Heather Torres,int:Lead Solution Architect,heather.torres@example.com,heathertorres,ext_c17a4a9f,c17a4a9f,cv_c17a4a9f,733-215-5206,(937)331-4950x1364,1979,Architecture,Ireland,Norwegian,ce7340f4,1056d8f2,2022-09-30,2022-05-15,4,2011,10,2015,True,,KTH,MSc Data Science,Thesis on scalable data pipelines.
Bonnie Kennedy,int:Bonnie Kennedy,int:Associate DevOps Engineer,bonnie.kennedy@example.com,bonniekennedy,ext_89c0ee25,89c0ee25,cv_89c0ee25,001-789-924-1956x252,250-599-7683,1977,Cloud Engineering,India,Swedish,283cea55,eb5fbe01,2024-01-13,2022-03-07,4,2011,2,2012,False,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Bonnie Kennedy,int:Bonnie Kennedy,int:Associate DevOps Engineer,bonnie.kennedy@example.com,bonniekennedy,ext_89c0ee25,89c0ee25,cv_89c0ee25,001-789-924-1956x252,250-599-7683,1977,Cloud Engineering,India,Swedish,ac6c13eb,603abab6,2024-11-06,2022-10-13,11,2008,10,2008,False,diploma.pdf,KTH,BEng Software Eng,
Jacqueline Nelson,int:Jacqueline Nelson,int:Consultant Data Platform Engineer,jacqueline.nelson@example.com,jacquelinenelson,ext_e8e6646c,e8e6646c,cv_e8e6646c,881.467.4233,+1-834-449-7347x156,1984,Data Engineering,Ireland,Norwegian,c83577d9,24c43471,2022-05-01,2022-07-07,4,2010,1,2013,False,diploma.pdf,UCL,MSc Data Science,Thesis on scalable data pipelines.
John Martinez,int:John Martinez,int:Associate C# Developer,john.martinez@mail.test,johnmartinez,ext_0ece4c45,0ece4c45,cv_0ece4c45,476.489.6270x6614,467-947-4689x715,1968,Software Engineering,Ireland,Swedish,aa09d687,66cba512,2022-09-21,2022-10-12,11,2020,6,2022,False,diploma.pdf,KTH,MSc Data Science,Thesis on scalable data pipelines.
Amanda Gill,int:Amanda Gill,int:Principal Python Developer,amanda.gill@example.org,amandagill,ext_d110b8d2,d110b8d2,cv_d110b8d2,758-275-0663x370,001-324-397-2439x920,1985,Data Engineering,Ireland,Swedish,385b6490,20093dd4,2025-04-08,2021-12-21,7,2018,11,2022,True,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
