Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Year from,Year to,Highlighted,Name,Description
Consultant Data Platform Engineer,int:Curtis Barton,int:Senior Data Platform Engineer,curtis.barton@mail.test,curtisbarton,ext_3f58bd24,3f58bd24,cv_3f58bd24,896-971-8325x8238,6076942007,1997,Data Engineering,United Kingdom,British,f924db90,f8269742,2025-07-28,2023-12-14,2021,2022,False,Consultant Data Platform Engineer,Progression based on delivery impact.
Senior Data Platform Engineer,int:Curtis Barton,int:Senior Data Platform Engineer,curtis.barton@mail.test,curtisbarton,ext_3f58bd24,3f58bd24,cv_3f58bd24,896-971-8325x8238,6076942007,1997,Data Engineering,United Kingdom,British,8dac7d12,4b5b53cc,2025-01-09,2024-07-29,2022,2023,False,Senior Data Platform Engineer,Progression based on delivery impact.
Associate Databricks Engineer,int:Melissa Burke,int:Consultant Databricks Engineer,melissa.burke@mail.test,melissaburke,ext_785595cb,785595cb,cv_785595cb,+1-865-339-8402x89141,(684)963-9855,1975,Data Engineering,India,Norwegian,9e6f3094,74359c79,2025-03-29,2025-08-13,2018,2019,True,Associate Databricks Engineer,Progression based on delivery impact.
Consultant Databricks Engineer,int:Melissa Burke,int:Consultant Databricks Engineer,melissa.burke@mail.test,melissaburke,ext_785595cb,785595cb,cv_785595cb,+1-865-339-8402x89141,(684)963-9855,1975,Data Engineering,India,Norwegian,1dfe970e,960d8cce,2025-06-30,2025-06-23,2019,2020,True,Consultant Databricks Engineer,Progression based on delivery impact.
Consultant C# Developer,int:David Riggs,int:Principal C# Developer,david.riggs@example.org,davidriggs,ext_c00e26e6,c00e26e6,cv_c00e26e6,935-253-7950x209,2269876811,1986,Software Engineering,Spain,British,608269df,1464904c,2024-08-06,2024-11-25,2016,2017,True,Consultant C# Developer,Progression based on delivery impact.
Senior C# Developer,int:David Riggs,int:Principal C# Developer,david.riggs@example.org,davidriggs,ext_c00e26e6,c00e26e6,cv_c00e26e6,935-253-7950x209,2269876811,1986,Software Engineering,Spain,British,2428f2d5,6608b40b,2024-03-31,2025-07-01,2017,2018,False,Senior C# Developer,Progression based on delivery impact.
Principal C# Developer,int:David Riggs,int:Principal C# Developer,david.riggs@example.org,davidriggs,ext_c00e26e6,c00e26e6,cv_c00e26e6,935-253-7950x209,2269876811,1986,Software Engineering,Spain,British,0a1283c8,ef2c12aa,2024-05-11,2025-08-03,2018,2019,True,Principal C# Developer,Progression based on delivery impact.
Consultant Delivery Manager,int:Kimberly Reed,int:Principal Delivery Manager,kimberly.reed@example.org,kimberlyreed,ext_04d1b17f,04d1b17f,cv_04d1b17f,+1-215-569-5620x17537,001-604-953-1943x3750,1980,Delivery Management,United Kingdom,Norwegian,d1bce032,fe547ad1,2024-12-21,2025-07-12,2020,2021,True,Consultant Delivery Manager,Progression based on delivery impact.
Senior Delivery Manager,int:Kimberly Reed,int:Principal Delivery Manager,kimberly.reed@example.org,kimberlyreed,ext_04d1b17f,04d1b17f,cv_04d1b17f,+1-215-569-5620x17537,001-604-953-1943x3750,1980,Delivery Management,United Kingdom,Norwegian,f6080c9c,4fccb029,2023-12-17,2025-08-17,2021,2022,False,Senior Delivery Manager,Progression based on delivery impact.
Principal Delivery Manager,int:Kimberly Reed,int:Principal Delivery Manager,kimberly.reed@example.org,kimberlyreed,ext_04d1b17f,04d1b17f,cv_04d1b17f,+1-215-569-5620x17537,001-604-953-1943x3750,1980,Delivery Management,United Kingdom,Norwegian,cedc41d8,2e048197,2025-01-28,2025-05-20,2022,2023,False,Principal Delivery Manager,Progression based on delivery impact.
Associate Azure Engineer,int:Ross Wood,int:Associate Azure Engineer,ross.wood@example.com,rosswood,ext_444dc1af,444dc1af,cv_444dc1af,001-593-403-6149x872,692-512-4938,1980,Cloud Engineering,India,Polish,55becce6,07190c32,2024-09-01,2024-12-29,2020,2021,False,Associate Azure Engineer,Progression based on delivery impact.
Associate Oracle Engineer,int:William Peterson,int:Consultant Oracle Engineer,william.peterson@example.com,williampeterson,ext_9ebf38a7,9ebf38a7,cv_9ebf38a7,+1-308-994-8706x05664,558.703.0468x7506,1979,Cloud Engineering,USA,Norwegian,8582e76e,06620188,2024-07-02,2025-07-20,2018,2019,True,Associate Oracle Engineer,Progression based on delivery impact.
Consultant Oracle Engineer,int:William Peterson,int:Consultant Oracle Engineer,william.peterson@example.com,williampeterson,ext_9ebf38a7,9ebf38a7,cv_9ebf38a7,+1-308-994-8706x05664,558.703.0468x7506,1979,Cloud Engineering,USA,Norwegian,1c67dabb,8ae16d14,2025-07-27,2025-04-04,2019,2020,True,Consultant Oracle Engineer,
Associate Kubernetes Engineer,int:Melissa Short,int:Senior Kubernetes Engineer,melissa.short@example.com,melissashort,ext_b6f15cbb,b6f15cbb,cv_b6f15cbb,790-636-1332,510-376-0954,1971,Cloud Engineering,India,Swedish,efdf87dd,6b01a798,2024-11-04,2024-07-18,2018,2019,False,Associate Kubernetes Engineer,Progression based on delivery impact.
Consultant Kubernetes Engineer,int:Melissa Short,int:Senior Kubernetes Engineer,melissa.short@example.com,melissashort,ext_b6f15cbb,b6f15cbb,cv_b6f15cbb,790-636-1332,510-376-0954,1971,Cloud Engineering,India,Swedish,59e1dc7c,fe35854b,2024-10-21,2024-12-08,2019,2020,False,Consultant Kubernetes Engineer,
Senior Kubernetes Engineer,int:Melissa Short,int:Senior Kubernetes Engineer,melissa.short@example.com,melissashort,ext_b6f15cbb,b6f15cbb,cv_b6f15cbb,790-636-1332,510-376-0954,1971,Cloud Engineering,India,Swedish,ff86db23,949ecb28,2025-05-11,2024-01-13,2020,2021,False,Senior Kubernetes Engineer,
Consultant DevOps Engineer,int:Daniel Yu,int:Principal DevOps Engineer,daniel.yu@example.org,danielyu,ext_89ca1355,89ca1355,cv_89ca1355,335.305.8319x9717,6068512070,2002,Cloud Engineering,Ireland,British,6c6b780a,ebf32edc,2024-06-21,2024-03-18,2020,2021,True,Consultant DevOps Engineer,Progression based on delivery impact.
Senior DevOps Engineer,int:Daniel Yu,int:Principal DevOps Engineer,daniel.yu@example.org,danielyu,ext_89ca1355,89ca1355,cv_89ca1355,335.305.8319x9717,6068512070,2002,Cloud Engineering,Ireland,British,8022c12c,f916c9f2,2025-03-24,2024-06-19,2021,2022,False,Senior DevOps Engineer,Progression based on delivery impact.
Principal DevOps Engineer,int:Daniel Yu,int:Principal DevOps Engineer,daniel.yu@example.org,danielyu,ext_89ca1355,89ca1355,cv_89ca1355,335.305.8319x9717,6068512070,2002,Cloud Engineering,Ireland,British,9b65a38f,e94677c8,2024-04-01,2025-04-05,2022,2023,True,Principal DevOps Engineer,Progression based on delivery impact.
Associate Data Engineer,int:Cynthia Poole,int:Senior Data Engineer,cynthia.poole@mail.test,cynthiapoole,ext_307667ce,307667ce,cv_307667ce,810-580-4661,+1-990-776-7699x150,1996,Data Engineering,United Kingdom,Polish,c1713f05,b58eebd4,2023-12-07,2025-07-08,2020,2021,True,Associate Data Engineer,Progression based on delivery impact.
Consultant Data Engineer,int:Cynthia Poole,int:Senior Data Engineer,cynthia.poole@mail.test,cynthiapoole,ext_307667ce,307667ce,cv_307667ce,810-580-4661,+1-990-776-7699x150,1996,Data Engineering,United Kingdom,Polish,a4ee4acb,1a06f849,2025-06-24,2025-05-26,2021,2022,True,Consultant Data Engineer,Progression based on delivery impact.
Senior Data Engineer,int:Cynthia Poole,int:Senior Data Engineer,cynthia.poole@mail.test,cynthiapoole,ext_307667ce,307667ce,cv_307667ce,810-580-4661,+1-990-776-7699x150,1996,Data Engineering,United Kingdom,Polish,68162f1a,d678c593,2024-02-05,2025-07-23,2022,2023,True,Senior Data Engineer,Progression based on delivery impact.
Associate AI Engineer,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_f86e8352,f86e8352,cv_f86e8352,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,Norwegian,8f06f446,965b5cde,2023-11-24,2023-12-08,2018,2019,False,Associate AI Engineer,Progression based on delivery impact.
Consultant AI Engineer,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_f86e8352,f86e8352,cv_f86e8352,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,Norwegian,d01da7d2,230c80d7,2024-10-30,2025-03-30,2019,2020,False,Consultant AI Engineer,Progression based on delivery impact.
Associate Data Platform Engineer,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_12179068,12179068,cv_12179068,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,7ea1f986,5e14d5b4,2024-09-11,2025-09-26,2021,2022,False,Associate Data Platform Engineer,Progression based on delivery impact.
Consultant Data Platform Engineer,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_12179068,12179068,cv_12179068,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,bce1fd6a,15ed265a,2024-06-10,2024-12-12,2022,2023,False,Consultant Data Platform Engineer,Progression based on delivery impact.
Associate MLOps Engineer,int:Joseph Morton,int:Senior MLOps Engineer,joseph.morton@example.org,josephmorton,ext_2773c6f1,2773c6f1,cv_2773c6f1,677.895.9959,921-770-7303x37933,1996,Data Engineering,United Kingdom,Norwegian,a04c97c1,d3cf0c57,2025-03-10,2024-03-14,2019,2020,False,Associate MLOps Engineer,Progression based on delivery impact.
Consultant MLOps Engineer,int:Joseph Morton,int:Senior MLOps Engineer,joseph.morton@example.org,josephmorton,ext_2773c6f1,2773c6f1,cv_2773c6f1,677.895.9959,921-770-7303x37933,1996,Data Engineering,United Kingdom,Norwegian,b2773a67,1936a1af,2024-08-11,2025-02-17,2020,2021,False,Consultant MLOps Engineer,Progression based on delivery impact.
Senior MLOps Engineer,int:Joseph Morton,int:Senior MLOps Engineer,joseph.morton@example.org,josephmorton,ext_2773c6f1,2773c6f1,cv_2773c6f1,677.895.9959,921-770-7303x37933,1996,Data Engineering,United Kingdom,Norwegian,deb1da7d,c7e0fde2,2025-09-13,2025-09-10,2021,2022,True,Senior MLOps Engineer,Progression based on delivery impact.
Associate Full-stack Engineer,int:Amanda Webb,int:Senior Full-stack Engineer,amanda.webb@example.org,amandawebb,ext_b8805172,b8805172,cv_b8805172,001-463-662-0501x5081,439.750.0334x234,1985,Software Engineering,United Kingdom,Swedish,5d174c84,662e1ed2,2024-03-02,2024-08-19,2017,2018,True,Associate Full-stack Engineer,Progression based on delivery impact.
Consultant Full-stack Engineer,int:Amanda Webb,int:Senior Full-stack Engineer,amanda.webb@example.org,amandawebb,ext_b8805172,b8805172,cv_b8805172,001-463-662-0501x5081,439.750.0334x234,1985,Software Engineering,United Kingdom,Swedish,4c01e97b,da5b8040,2025-09-05,2025-08-03,2018,2019,False,Consultant Full-stack Engineer,Progression based on delivery impact.
Senior Full-stack Engineer,int:Amanda Webb,int:Senior Full-stack Engineer,amanda.webb@example.org,amandawebb,ext_b8805172,b8805172,cv_b8805172,001-463-662-0501x5081,439.750.0334x234,1985,Software Engineering,United Kingdom,Swedish,002df74d,a4497021,2024-11-05,2024-07-29,2019,2020,False,Senior Full-stack Engineer,Progression based on delivery impact.
Senior Enterprise Architect,int:Ryan Simon,int:Lead Enterprise Architect,ryan.simon@example.com,ryansimon,ext_6a7141a6,6a7141a6,cv_6a7141a6,+1-432-830-2410,+1-315-334-7355x2896,1971,Architecture,United Kingdom,Norwegian,b51b1f28,e21acf9f,2024-08-10,2025-04-04,2016,2017,True,Senior Enterprise Architect,Progression based on delivery impact.
Principal Enterprise Architect,int:Ryan Simon,int:Lead Enterprise Architect,ryan.simon@example.com,ryansimon,ext_6a7141a6,6a7141a6,cv_6a7141a6,+1-432-830-2410,+1-315-334-7355x2896,1971,Architecture,United Kingdom,Norwegian,26cc4c3d,d9acd99a,2025-11-16,2024-09-15,2017,2018,False,Principal Enterprise Architect,Progression based on delivery impact.
Lead Enterprise Architect,int:Ryan Simon,int:Lead Enterprise Architect,ryan.simon@example.com,ryansimon,ext_6a7141a6,6a7141a6,cv_6a7141a6,+1-432-830-2410,+1-315-334-7355x2896,1971,Architecture,United Kingdom,Norwegian,f748dc1b,85169ce3,2025-03-11,2024-12-19,2018,2019,False,Lead Enterprise Architect,Progression based on delivery impact.
Associate Oracle Engineer,int:Joseph Christian,int:Consultant Oracle Engineer,joseph.christian@mail.test,josephchristian,ext_2eb308ee,2eb308ee,cv_2eb308ee,(823)538-6559,2996384253,1997,Cloud Engineering,United Kingdom,Swedish,af537101,25c6a4da,2025-10-03,2024-02-14,2017,2018,False,Associate Oracle Engineer,Progression based on delivery impact.
Consultant Oracle Engineer,int:Joseph Christian,int:Consultant Oracle Engineer,joseph.christian@mail.test,josephchristian,ext_2eb308ee,2eb308ee,cv_2eb308ee,(823)538-6559,2996384253,1997,Cloud Engineering,United Kingdom,Swedish,2887b938,914a76cd,2025-05-08,2024-04-07,2018,2019,True,Consultant Oracle Engineer,Progression based on delivery impact.
Associate Scrum Master,int:Mariah Miller,int:Senior Scrum Master,mariah.miller@example.com,mariahmiller,ext_9a9aa0f9,9a9aa0f9,cv_9a9aa0f9,(489)873-1791,001-885-278-7255x87774,1991,Delivery Management,United Kingdom,Polish,69e9db09,be1e91bc,2024-08-23,2024-09-28,2018,2019,False,Associate Scrum Master,Progression based on delivery impact.
Consultant Scrum Master,int:Mariah Miller,int:Senior Scrum Master,mariah.miller@example.com,mariahmiller,ext_9a9aa0f9,9a9aa0f9,cv_9a9aa0f9,(489)873-1791,001-885-278-7255x87774,1991,Delivery Management,United Kingdom,Polish,288b8a00,c7d7fbb4,2024-12-25,2025-05-08,2019,2020,False,Consultant Scrum Master,Progression based on delivery impact.
Senior Scrum Master,int:Mariah Miller,int:Senior Scrum Master,mariah.miller@example.com,mariahmiller,ext_9a9aa0f9,9a9aa0f9,cv_9a9aa0f9,(489)873-1791,001-885-278-7255x87774,1991,Delivery Management,United Kingdom,Polish,98513f57,6f5d7e79,2025-05-02,2025-10-31,2020,2021,False,Senior Scrum Master,Progression based on delivery impact.
Associate DevOps Engineer,int:Nicole Sanchez,int:Senior DevOps Engineer,nicole.sanchez@example.com,nicolesanchez,ext_d0753d97,d0753d97,cv_d0753d97,833.473.6346,(248)912-1478x539,1976,Cloud Engineering,Australia,Norwegian,bfa93ea7,8e0e02e8,2024-11-05,2025-03-27,2016,2017,True,Associate DevOps Engineer,Progression based on delivery impact.
Consultant DevOps Engineer,int:Nicole Sanchez,int:Senior DevOps Engineer,nicole.sanchez@example.com,nicolesanchez,ext_d0753d97,d0753d97,cv_d0753d97,833.473.6346,(248)912-1478x539,1976,Cloud Engineering,Australia,Norwegian,06aa35ce,c1fa15ac,2025-10-23,2025-08-02,2017,2018,False,Consultant DevOps Engineer,Progression based on delivery impact.
Senior DevOps Engineer,int:Nicole Sanchez,int:Senior DevOps Engineer,nicole.sanchez@example.com,nicolesanchez,ext_d0753d97,d0753d97,cv_d0753d97,833.473.6346,(248)912-1478x539,1976,Cloud Engineering,Australia,Norwegian,810bdc94,a32e4b4a,2024-07-29,2024-04-05,2018,2019,True,Senior DevOps Engineer,Progression based on delivery impact.
Consultant Data Engineer,int:Steven Bishop,int:Principal Data Engineer,steven.bishop@example.com,stevenbishop,ext_bd4bcf5e,bd4bcf5e,cv_bd4bcf5e,495.967.7665x75460,341.651.4888,1992,Data Engineering,India,Swedish,fc38a874,4686452d,2025-01-27,2024-05-23,2019,2020,True,Consultant Data Engineer,Progression based on delivery impact.
Senior Data Engineer,int:Steven Bishop,int:Principal Data Engineer,steven.bishop@example.com,stevenbishop,ext_bd4bcf5e,bd4bcf5e,cv_bd4bcf5e,495.967.7665x75460,341.651.4888,1992,Data Engineering,India,Swedish,f3a9a112,2e4c97dc,2024-02-24,2025-03-19,2020,2021,False,Senior Data Engineer,Progression based on delivery impact.
Principal Data Engineer,int:Steven Bishop,int:Principal Data Engineer,steven.bishop@example.com,stevenbishop,ext_bd4bcf5e,bd4bcf5e,cv_bd4bcf5e,495.967.7665x75460,341.651.4888,1992,Data Engineering,India,Swedish,11a1bcf8,7d1cbf66,2025-04-23,2025-05-24,2021,2022,True,Principal Data Engineer,Progression based on delivery impact.
Consultant ML Engineer,int:Nicholas Johnson,int:Principal ML Engineer,nicholas.johnson@example.org,nicholasjohnson,ext_e49cc25e,e49cc25e,cv_e49cc25e,511.715.0835,844-839-2840x445,1975,AI/ML,Slovenia,Norwegian,fc8648e7,c0f34417,2024-11-28,2024-02-02,2017,2018,False,Consultant ML Engineer,Progression based on delivery impact.
Senior ML Engineer,int:Nicholas Johnson,int:Principal ML Engineer,nicholas.johnson@example.org,nicholasjohnson,ext_e49cc25e,e49cc25e,cv_e49cc25e,511.715.0835,844-839-2840x445,1975,AI/ML,Slovenia,Norwegian,93c4f902,e7f06efd,2025-05-26,2025-04-28,2018,2019,False,Senior ML Engineer,Progression based on delivery impact.
Principal ML Engineer,int:Nicholas Johnson,int:Principal ML Engineer,nicholas.johnson@example.org,nicholasjohnson,ext_e49cc25e,e49cc25e,cv_e49cc25e,511.715.0835,844-839-2840x445,1975,AI/ML,Slovenia,Norwegian,62e1bd72,c783b75c,2025-03-07,2025-06-20,2019,2020,False,Principal ML Engineer,Progression based on delivery impact.
Associate Full-stack Engineer,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_e8394845,e8394845,cv_e8394845,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,e3d03fc3,882e410d,2025-03-15,2025-04-04,2021,2022,False,Associate Full-stack Engineer,Progression based on delivery impact.
Consultant Full-stack Engineer,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_e8394845,e8394845,cv_e8394845,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,206a68d1,d93495cd,2024-10-26,2025-07-11,2022,2023,False,Consultant Full-stack Engineer,Progression based on delivery impact.
Senior Full-stack Engineer,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_e8394845,e8394845,cv_e8394845,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,7a9840f1,e3c57abe,2025-07-26,2025-05-28,2023,2024,False,Senior Full-stack Engineer,Progression based on delivery impact.
Associate MLOps Engineer,int:Jason Salinas,int:Senior MLOps Engineer,jason.salinas@mail.test,jasonsalinas,ext_b35177df,b35177df,cv_b35177df,(892)840-7553,+1-868-845-9090x22599,1980,Data Engineering,Ireland,Swedish,f8af785e,35511e72,2025-06-21,2025-04-29,2021,2022,True,Associate MLOps Engineer,Progression based on delivery impact.
Consultant MLOps Engineer,int:Jason Salinas,int:Senior MLOps Engineer,jason.salinas@mail.test,jasonsalinas,ext_b35177df,b35177df,cv_b35177df,(892)840-7553,+1-868-845-9090x22599,1980,Data Engineering,Ireland,Swedish,d4701551,cdce26ee,2025-04-30,2025-05-23,2022,2023,True,Consultant MLOps Engineer,Progression based on delivery impact.
Senior MLOps Engineer,int:Jason Salinas,int:Senior MLOps Engineer,jason.salinas@mail.test,jasonsalinas,ext_b35177df,b35177df,cv_b35177df,(892)840-7553,+1-868-845-9090x22599,1980,Data Engineering,Ireland,Swedish,1a16ca75,86b4407d,2024-07-11,2024-05-14,2023,2024,False,Senior MLOps Engineer,Progression based on delivery impact.
Associate .NET Engineer,int:Matthew Beard,int:Senior .NET Engineer,matthew.beard@example.org,matthewbeard,ext_9b0b09ae,9b0b09ae,cv_9b0b09ae,961.686.3715,421-582-0970,1971,Software Engineering,India,Danish,ac780e57,298b8627,2024-10-01,2024-03-02,2019,2020,True,Associate .NET Engineer,Progression based on delivery impact.
Consultant .NET Engineer,int:Matthew Beard,int:Senior .NET Engineer,matthew.beard@example.org,matthewbeard,ext_9b0b09ae,9b0b09ae,cv_9b0b09ae,961.686.3715,421-582-0970,1971,Software Engineering,India,Danish,4a95e48a,fcc78f4c,2025-09-11,2024-01-12,2020,2021,True,Consultant .NET Engineer,Progression based on delivery impact.
Senior .NET Engineer,int:Matthew Beard,int:Senior .NET Engineer,matthew.beard@example.org,matthewbeard,ext_9b0b09ae,9b0b09ae,cv_9b0b09ae,961.686.3715,421-582-0970,1971,Software Engineering,India,Danish,9f475223,1af982f4,2024-12-27,2025-01-26,2021,2022,True,Senior .NET Engineer,Progression based on delivery impact.
Senior Data Platform Engineer,int:Jacqueline Hill,int:Lead Data Platform Engineer,jacqueline.hill@example.com,jacquelinehill,ext_e38a4092,e38a4092,cv_e38a4092,264-733-4817,502.456.6212x86716,1993,Data Engineering,India,British,24bb3fd8,7093ef54,2024-11-02,2025-07-14,2020,2021,False,Senior Data Platform Engineer,Progression based on delivery impact.
Principal Data Platform Engineer,int:Jacqueline Hill,int:Lead Data Platform Engineer,jacqueline.hill@example.com,jacquelinehill,ext_e38a4092,e38a4092,cv_e38a4092,264-733-4817,502.456.6212x86716,1993,Data Engineering,India,British,22d351b2,bb771563,2025-01-21,2024-09-02,2021,2022,True,Principal Data Platform Engineer,Progression based on delivery impact.
Lead Data Platform Engineer,int:Jacqueline Hill,int:Lead Data Platform Engineer,jacqueline.hill@example.com,jacquelinehill,ext_e38a4092,e38a4092,cv_e38a4092,264-733-4817,502.456.6212x86716,1993,Data Engineering,India,British,bb50f975,f0a87a28,2025-07-05,2024-03-03,2022,2023,True,Lead Data Platform Engineer,Progression based on delivery impact.
Associate Azure Engineer,int:Alejandro Vaughan,int:Senior Azure Engineer,alejandro.vaughan@mail.test,alejandrovaughan,ext_2d787b0f,2d787b0f,cv_2d787b0f,546.972.9949,930-927-1693x859,1976,Cloud Engineering,Ireland,Danish,ae051366,14848fab,2024-04-01,2025-05-31,2021,2022,True,Associate Azure Engineer,Progression based on delivery impact.
Consultant Azure Engineer,int:Alejandro Vaughan,int:Senior Azure Engineer,alejandro.vaughan@mail.test,alejandrovaughan,ext_2d787b0f,2d787b0f,cv_2d787b0f,546.972.9949,930-927-1693x859,1976,Cloud Engineering,Ireland,Danish,6a74e994,6e1bf13c,2024-09-29,2024-11-10,2022,2023,True,Consultant Azure Engineer,Progression based on delivery impact.
Senior Azure Engineer,int:Alejandro Vaughan,int:Senior Azure Engineer,alejandro.vaughan@mail.test,alejandrovaughan,ext_2d787b0f,2d787b0f,cv_2d787b0f,546.972.9949,930-927-1693x859,1976,Cloud Engineering,Ireland,Danish,be7bbb4e,b6b3023f,2025-08-30,2025-11-03,2023,2024,False,Senior Azure Engineer,Progression based on delivery impact.
Associate Scrum Master,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_1de1bcb0,1de1bcb0,cv_1de1bcb0,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,69447f8b,f6cd4c51,2024-10-13,2025-06-13,2019,2020,True,Associate Scrum Master,
Consultant Scrum Master,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_1de1bcb0,1de1bcb0,cv_1de1bcb0,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,6c321484,94c6064e,2025-04-12,2025-03-28,2020,2021,False,Consultant Scrum Master,Progression based on delivery impact.
Senior Scrum Master,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_1de1bcb0,1de1bcb0,cv_1de1bcb0,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,327a9c87,03ae074b,2024-11-03,2024-05-30,2021,2022,False,Senior Scrum Master,Progression based on delivery impact.
Associate .NET Engineer,int:Tracy Chang,int:Senior .NET Engineer,tracy.chang@example.com,tracychang,ext_f1262524,f1262524,cv_f1262524,001-937-468-1511x856,838-207-0176x563,1994,Software Engineering,India,Swedish,744fdb25,8bad0dad,2024-09-13,2025-08-29,2016,2017,True,Associate .NET Engineer,Progression based on delivery impact.
Consultant .NET Engineer,int:Tracy Chang,int:Senior .NET Engineer,tracy.chang@example.com,tracychang,ext_f1262524,f1262524,cv_f1262524,001-937-468-1511x856,838-207-0176x563,1994,Software Engineering,India,Swedish,44657715,ded8ceff,2024-04-30,2025-06-10,2017,2018,True,Consultant .NET Engineer,Progression based on delivery impact.
Senior .NET Engineer,int:Tracy Chang,int:Senior .NET Engineer,tracy.chang@example.com,tracychang,ext_f1262524,f1262524,cv_f1262524,001-937-468-1511x856,838-207-0176x563,1994,Software Engineering,India,Swedish,f4f92891,aab33ca5,2025-05-19,2024-06-12,2018,2019,True,Senior .NET Engineer,Progression based on delivery impact.
Senior Cloud Architect,int:Hannah Brewer,int:Lead Cloud Architect,hannah.brewer@example.org,hannahbrewer,ext_3f04060a,3f04060a,cv_3f04060a,3415257771,001-372-874-2209x124,2001,Architecture,United Kingdom,Swedish,9b7c0651,49993283,2024-12-17,2025-07-25,2016,2017,True,Senior Cloud Architect,Progression based on delivery impact.
Principal Cloud Architect,int:Hannah Brewer,int:Lead Cloud Architect,hannah.brewer@example.org,hannahbrewer,ext_3f04060a,3f04060a,cv_3f04060a,3415257771,001-372-874-2209x124,2001,Architecture,United Kingdom,Swedish,d4a89352,57af604a,2025-08-04,2025-10-11,2017,2018,False,Principal Cloud Architect,Progression based on delivery impact.
Lead Cloud Architect,int:Hannah Brewer,int:Lead Cloud Architect,hannah.brewer@example.org,hannahbrewer,ext_3f04060a,3f04060a,cv_3f04060a,3415257771,001-372-874-2209x124,2001,Architecture,United Kingdom,Swedish,15217692,9db6fddf,2025-06-14,2025-03-17,2018,2019,False,Lead Cloud Architect,Progression based on delivery impact.
Associate Frontend Engineer,int:Travis Mcguire,int:Senior Frontend Engineer,travis.mcguire@mail.test,travismcguire,ext_ae8bb934,ae8bb934,cv_ae8bb934,(210)542-7523,508.516.4709x006,1994,Software Engineering,Australia,Danish,20a7b314,ea11f851,2025-02-14,2024-06-08,2016,2017,False,Associate Frontend Engineer,
Consultant Frontend Engineer,int:Travis Mcguire,int:Senior Frontend Engineer,travis.mcguire@mail.test,travismcguire,ext_ae8bb934,ae8bb934,cv_ae8bb934,(210)542-7523,508.516.4709x006,1994,Software Engineering,Australia,Danish,77f5219c,ba9cfe3c,2024-12-11,2024-02-02,2017,2018,True,Consultant Frontend Engineer,Progression based on delivery impact.
Senior Frontend Engineer,int:Travis Mcguire,int:Senior Frontend Engineer,travis.mcguire@mail.test,travismcguire,ext_ae8bb934,ae8bb934,cv_ae8bb934,(210)542-7523,508.516.4709x006,1994,Software Engineering,Australia,Danish,4713d8eb,4a9d9148,2025-02-22,2025-02-01,2018,2019,False,Senior Frontend Engineer,Progression based on delivery impact.
Senior Product and Service Design,int:Christopher Walker,int:Head of Product and Service Design,christopher.walker@mail.test,christopherwalker,ext_28c33ecc,28c33ecc,cv_28c33ecc,(333)410-6005x313,001-820-868-1558x3938,1986,Head of Product and Service Design,India,Danish,11a8d463,10d1dd78,2025-09-09,2024-01-03,2017,2018,True,Senior Product and Service Design,Progression based on delivery impact.
Principal Product and Service Design,int:Christopher Walker,int:Head of Product and Service Design,christopher.walker@mail.test,christopherwalker,ext_28c33ecc,28c33ecc,cv_28c33ecc,(333)410-6005x313,001-820-868-1558x3938,1986,Head of Product and Service Design,India,Danish,ac2d6229,c0c92829,2024-05-19,2024-01-17,2018,2019,False,Principal Product and Service Design,Progression based on delivery impact.
