Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month from,Year from,Month to,Year to,Customer (#{lang}),Customer (int),Customer Anonymized (#{lang}),Customer Anonymized (int),Description (#{lang}),Description (int),Long description (#{lang}),Long description (int),Industry (#{lang}),Industry (int),Project type (#{lang}),Project type (int),Percent allocated,Project extent (individual hours),Project extent (hours),Project extent total (hours),Project extent,Project extent (currency),Project extent total,Project extent total (currency),Project area,Project area (unit),Highlighted
Michael Molina,int:Michael Molina,int:Consultant Frontend Engineer,michael.molina@mail.test,michaelmolina,ext_64230c88,64230c88,cv_64230c88,365-616-2319,313.491.5596x3632,1979,Software Engineering,Ireland,Norwegian,d6927a9a,96d13307,2024-09-10,2025-07-28,6,2013,4,2014,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Advisory,Advisory,56,19,668,222,Hours,NOK,132223,SEK,400,sqm,True
Melissa Ashley,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_aab25271,aab25271,cv_aab25271,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,eef26560,669146a9,2025-10-09,2025-02-04,2,2017,7,2020,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Advisory,23,104,289,980,Hours,GBP,100440,SEK,1000,sqm,False
Melissa Ashley,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_aab25271,aab25271,cv_aab25271,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,006343cc,63b1961b,2024-11-03,2025-02-25,5,2023,12,2025,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Implementation,80,59,554,604,Hours,GBP,202922,SEK,500,sqm,True
Melissa Ashley,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_aab25271,aab25271,cv_aab25271,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,fb2073f6,75dff988,2023-11-25,2024-07-06,7,2019,1,2024,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Advisory,34,82,258,766,Hours,GBP,111026,NOK,900,sqm,True
Melissa Ashley,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_aab25271,aab25271,cv_aab25271,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,63aa7130,7289ed36,2025-08-17,2025-04-17,12,2014,3,2017,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Implementation,71,96,106,853,Hours,NOK,143838,GBP,900,sqm,True
Melissa Ashley,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_aab25271,aab25271,cv_aab25271,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,830d0f8f,d79e9154,2024-07-21,2025-09-03,8,2023,3,2023,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Implementation,Implementation,41,48,516,1062,Budget,EUR,74869,SEK,300,sqm,False
Melissa Ashley,int:Melissa Ashley,int:Principal Python Developer,melissa.ashley@example.org,melissaashley,ext_aab25271,aab25271,cv_aab25271,747.364.9078,286-573-4257x54090,1979,Data Engineering,India,British,615d9eed,34b36112,2024-09-02,2024-08-23,8,2014,12,2017,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Implementation,83,84,374,1343,Budget,NOK,62757,EUR,800,sqm,False
Robert Adkins,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_125e3e19,125e3e19,cv_125e3e19,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,286fcc67,646a4998,2024-09-23,2024-06-17,12,2019,7,2020,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Implementation,34,29,506,352,Budget,NOK,136789,EUR,1000,sqm,True
Robert Adkins,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_125e3e19,125e3e19,cv_125e3e19,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,3b60be2b,b8151903,2025-04-17,2024-04-27,5,2017,1,2018,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Implementation,Advisory,61,81,653,1774,Budget,SEK,75413,EUR,300,sqm,True
Robert Adkins,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_125e3e19,125e3e19,cv_125e3e19,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,534abcb9,b59e2754,2024-05-23,2023-12-07,4,2013,9,2017,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Advisory,72,72,366,1757,Budget,GBP,161991,NOK,100,sqm,False
Robert Adkins,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_125e3e19,125e3e19,cv_125e3e19,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,dc97f1d8,973a99cc,2024-09-11,2025-05-12,1,2024,9,2025,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Advisory,73,151,754,1339,Budget,SEK,98313,NOK,900,sqm,True
Robert Adkins,int:Robert Adkins,int:Principal Data Platform Engineer,robert.adkins@example.com,robertadkins,ext_125e3e19,125e3e19,cv_125e3e19,686-645-1837x606,634-332-7560,1994,Data Engineering,India,Polish,ddc01054,b53e6632,2024-12-05,2025-10-02,2,2018,4,2023,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Advisory,Advisory,27,191,729,1910,Budget,NOK,157936,EUR,600,sqm,True
Amy Morrison,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_92e84a8d,92e84a8d,cv_92e84a8d,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,7a6e67f1,3ae30955,2024-10-28,2025-09-26,7,2018,7,2022,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Advisory,35,23,638,1504,Hours,NOK,83550,SEK,1000,sqm,True
Amy Morrison,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_92e84a8d,92e84a8d,cv_92e84a8d,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,7ade86dc,ec04f499,2025-06-10,2025-10-20,1,2015,10,2019,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Implementation,Advisory,46,141,945,768,Hours,SEK,26544,SEK,300,sqm,False
Amy Morrison,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_92e84a8d,92e84a8d,cv_92e84a8d,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,7bedebbc,43248ea3,2025-05-21,2025-06-12,2,2015,6,2019,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Implementation,80,185,966,1928,Hours,EUR,212075,GBP,500,sqm,True
Amy Morrison,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_92e84a8d,92e84a8d,cv_92e84a8d,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,fc13b1cd,78357773,2024-09-30,2025-01-01,9,2022,9,2022,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Advisory,Implementation,61,115,713,1811,Budget,EUR,230796,GBP,600,sqm,False
Amy Morrison,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_92e84a8d,92e84a8d,cv_92e84a8d,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,473eafa7,728e6ee0,2024-05-07,2025-03-11,5,2022,6,2022,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Implementation,66,47,197,1390,Budget,SEK,210772,GBP,1000,sqm,True
Amy Morrison,int:Amy Morrison,int:Principal Python Developer,amy.morrison@mail.test,amymorrison,ext_92e84a8d,92e84a8d,cv_92e84a8d,001-777-965-6124x81569,001-300-327-2063x459,1999,Data Engineering,Australia,Danish,2b45300a,679fce62,2025-07-26,2024-10-28,4,2016,4,2017,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Implementation,21,168,793,509,Budget,GBP,58651,NOK,700,sqm,True
Jeffrey Robinson,int:Jeffrey Robinson,int:Consultant Analytics Engineer,jeffrey.robinson@example.com,jeffreyrobinson,ext_2cf6a4e5,2cf6a4e5,cv_2cf6a4e5,(438)629-6577,(895)843-1652,1991,Data Engineering,United Kingdom,Norwegian,dffa5c12,a8487535,2024-04-14,2025-04-17,1,2024,11,2025,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Implementation,47,23,662,419,Budget,NOK,12045,NOK,800,sqm,True
Ryan Johnson,int:Ryan Johnson,int:Associate AI Engineer,ryan.johnson@example.com,ryanjohnson,ext_2da6adc4,2da6adc4,cv_2da6adc4,001-530-608-9317,001-320-269-6942x152,1982,AI/ML,United Kingdom,British,38cf9c59,1131b08e,2025-01-17,2024-12-26,10,2019,10,2019,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Advisory,62,122,917,1756,Budget,GBP,51234,EUR,400,sqm,False
Ryan Johnson,int:Ryan Johnson,int:Associate AI Engineer,ryan.johnson@example.com,ryanjohnson,ext_2da6adc4,2da6adc4,cv_2da6adc4,001-530-608-9317,001-320-269-6942x152,1982,AI/ML,United Kingdom,British,a4ae6cf3,dcde8ea2,2024-08-30,2025-03-16,2,2021,8,2023,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Advisory,Implementation,16,111,524,768,Hours,NOK,54179,GBP,1000,sqm,True
Ryan Johnson,int:Ryan Johnson,int:Associate AI Engineer,ryan.johnson@example.com,ryanjohnson,ext_2da6adc4,2da6adc4,cv_2da6adc4,001-530-608-9317,001-320-269-6942x152,1982,AI/ML,United Kingdom,British,7f867d66,36efc269,2024-08-18,2025-01-25,8,2015,8,2017,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Implementation,73,184,739,1365,Hours,GBP,52785,EUR,200,sqm,False
Ryan Johnson,int:Ryan Johnson,int:Associate AI Engineer,ryan.johnson@example.com,ryanjohnson,ext_2da6adc4,2da6adc4,cv_2da6adc4,001-530-608-9317,001-320-269-6942x152,1982,AI/ML,United Kingdom,British,25eeb62d,8688e193,2023-11-26,2024-05-28,9,2020,10,2023,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Implementation,Advisory,30,195,369,337,Budget,GBP,193951,GBP,600,sqm,False
Ryan Johnson,int:Ryan Johnson,int:Associate AI Engineer,ryan.johnson@example.com,ryanjohnson,ext_2da6adc4,2da6adc4,cv_2da6adc4,001-530-608-9317,001-320-269-6942x152,1982,AI/ML,United Kingdom,British,21dbc4a5,6a5afab0,2023-12-28,2025-04-21,4,2018,2,2021,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Advisory,Advisory,49,91,770,209,Hours,EUR,204059,NOK,400,sqm,False
Tanner Anderson,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_5800a1bc,5800a1bc,cv_5800a1bc,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,Polish,20a0b9ff,e4892176,2025-08-16,2024-07-31,8,2024,7,2024,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Implementation,95,143,746,1796,Budget,EUR,52554,NOK,400,sqm,False
Tanner Anderson,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_5800a1bc,5800a1bc,cv_5800a1bc,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,Polish,659589ed,6f054215,2024-09-09,2025-02-23,7,2019,6,2023,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Implementation,47,29,225,962,Hours,SEK,81102,SEK,500,sqm,True
Tanner Anderson,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_5800a1bc,5800a1bc,cv_5800a1bc,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,Polish,9361c906,e68aa1ca,2025-01-21,2024-01-11,8,2013,6,2015,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Advisory,Implementation,19,30,532,1985,Hours,EUR,24369,SEK,900,sqm,False
Tanner Anderson,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_5800a1bc,5800a1bc,cv_5800a1bc,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,Polish,33ce3a20,2d9d980a,2024-02-26,2025-06-16,12,2013,6,2018,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Advisory,Advisory,51,58,879,1995,Budget,NOK,123549,GBP,1000,sqm,False
Tanner Anderson,int:Tanner Anderson,int:Senior Solution Architect,tanner.anderson@example.com,tanneranderson,ext_5800a1bc,5800a1bc,cv_5800a1bc,689-464-6528x092,475.972.1586x24150,1969,Architecture,USA,Polish,e7fb43ff,d065fec1,2024-01-24,2025-01-25,1,2012,6,2015,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Advisory,Implementation,97,13,608,1212,Budget,EUR,150385,EUR,1000,sqm,False
Cindy Johnson,int:Cindy Johnson,int:Principal Full-stack Engineer,cindy.johnson@example.com,cindyjohnson,ext_eccddd7b,eccddd7b,cv_eccddd7b,956-444-9485x625,+1-970-632-0320,1977,Software Engineering,India,Polish,ead18cc7,36ff781d,2024-04-24,2024-05-25,1,2023,2,2024,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Advisory,Implementation,40,78,818,556,Hours,EUR,75171,EUR,1000,sqm,False
Cindy Johnson,int:Cindy Johnson,int:Principal Full-stack Engineer,cindy.johnson@example.com,cindyjohnson,ext_eccddd7b,eccddd7b,cv_eccddd7b,956-444-9485x625,+1-970-632-0320,1977,Software Engineering,India,Polish,0b846ed3,8f621380,2024-06-19,2024-11-12,11,2012,7,2012,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Implementation,Implementation,20,39,630,770,Hours,EUR,80429,NOK,1000,sqm,False
Cindy Johnson,int:Cindy Johnson,int:Principal Full-stack Engineer,cindy.johnson@example.com,cindyjohnson,ext_eccddd7b,eccddd7b,cv_eccddd7b,956-444-9485x625,+1-970-632-0320,1977,Software Engineering,India,Polish,6328686f,4465d5bd,2024-01-13,2024-11-18,1,2014,6,2018,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Advisory,Advisory,36,199,999,1341,Budget,GBP,30175,EUR,200,sqm,True
Phillip Elliott,int:Phillip Elliott,int:Lead Enterprise Architect,phillip.elliott@example.com,phillipelliott,ext_451fd395,451fd395,cv_451fd395,(976)917-0758,512.215.1342x2849,1981,Architecture,Ireland,Danish,4b5574af,c6c4bc4c,2024-02-03,2024-10-21,1,2017,12,2019,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Implementation,68,159,440,1334,Budget,SEK,214080,SEK,400,sqm,True
Phillip Elliott,int:Phillip Elliott,int:Lead Enterprise Architect,phillip.elliott@example.com,phillipelliott,ext_451fd395,451fd395,cv_451fd395,(976)917-0758,512.215.1342x2849,1981,Architecture,Ireland,Danish,19bba32e,a300ab92,2024-07-06,2024-06-23,6,2013,7,2014,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Advisory,21,58,385,1720,Budget,EUR,181103,EUR,400,sqm,True
Phillip Elliott,int:Phillip Elliott,int:Lead Enterprise Architect,phillip.elliott@example.com,phillipelliott,ext_451fd395,451fd395,cv_451fd395,(976)917-0758,512.215.1342x2849,1981,Architecture,Ireland,Danish,53330ec3,17056c1b,2025-03-22,2023-11-30,11,2015,8,2017,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Implementation,Implementation,71,76,214,856,Hours,NOK,171903,GBP,300,sqm,False
Phillip Elliott,int:Phillip Elliott,int:Lead Enterprise Architect,phillip.elliott@example.com,phillipelliott,ext_451fd395,451fd395,cv_451fd395,(976)917-0758,512.215.1342x2849,1981,Architecture,Ireland,Danish,42a864aa,20a7da7e,2025-06-29,2024-01-06,6,2012,10,2017,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Advisory,95,56,600,531,Hours,GBP,128969,SEK,400,sqm,True
Anthony Day,int:Anthony Day,int:Senior Data Scientist,anthony.day@example.com,anthonyday,ext_43399bc0,43399bc0,cv_43399bc0,392.761.3715x04165,(701)277-7490,1995,AI/ML,United Kingdom,Swedish,ae194b96,1fbfa6df,2025-06-16,2025-08-20,3,2022,10,2022,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Advisory,52,58,481,1666,Budget,SEK,237660,GBP,700,sqm,False
Anthony Day,int:Anthony Day,int:Senior Data Scientist,anthony.day@example.com,anthonyday,ext_43399bc0,43399bc0,cv_43399bc0,392.761.3715x04165,(701)277-7490,1995,AI/ML,United Kingdom,Swedish,76bc969f,b3ea8b9c,2025-08-01,2025-05-25,12,2020,12,2022,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Advisory,Advisory,100,131,160,1673,Hours,SEK,163293,NOK,400,sqm,False
Anthony Day,int:Anthony Day,int:Senior Data Scientist,anthony.day@example.com,anthonyday,ext_43399bc0,43399bc0,cv_43399bc0,392.761.3715x04165,(701)277-7490,1995,AI/ML,United Kingdom,Swedish,3c303443,d25f5e19,2024-08-22,2024-06-02,6,2012,9,2016,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Advisory,93,23,628,113,Budget,EUR,27722,GBP,200,sqm,True
Brent Gray,int:Brent Gray,int:Lead Solution Architect,brent.gray@example.org,brentgray,ext_11426ed2,11426ed2,cv_11426ed2,964.692.5158x3776,001-896-316-5926,1993,Architecture,Ireland,Polish,78e84910,6ed8f2fc,2024-03-13,2024-05-07,5,2020,12,2022,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Advisory,Implementation,22,67,912,527,Hours,NOK,185936,GBP,1000,sqm,False
Brent Gray,int:Brent Gray,int:Lead Solution Architect,brent.gray@example.org,brentgray,ext_11426ed2,11426ed2,cv_11426ed2,964.692.5158x3776,001-896-316-5926,1993,Architecture,Ireland,Polish,a18f6228,3c30df09,2024-12-30,2025-01-04,5,2018,6,2019,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Advisory,80,195,203,1466,Budget,NOK,185046,SEK,1000,sqm,True
Brent Gray,int:Brent Gray,int:Lead Solution Architect,brent.gray@example.org,brentgray,ext_11426ed2,11426ed2,cv_11426ed2,964.692.5158x3776,001-896-316-5926,1993,Architecture,Ireland,Polish,9a436933,33abcfd2,2024-05-17,2025-02-01,1,2020,3,2022,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Advisory,Advisory,64,85,202,757,Budget,SEK,204905,NOK,800,sqm,True
Jason Murphy,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_5d5a99b6,5d5a99b6,cv_5d5a99b6,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,711af179,e1e52038,2025-09-14,2024-01-25,11,2018,8,2021,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Advisory,Implementation,85,95,445,1622,Budget,NOK,165967,SEK,800,sqm,True
Jason Murphy,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_5d5a99b6,5d5a99b6,cv_5d5a99b6,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,9d9879c2,fd1a50ae,2023-12-15,2025-09-18,4,2023,5,2023,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Advisory,22,147,694,380,Budget,NOK,85181,GBP,900,sqm,True
Jason Murphy,int:Jason Murphy,int:Principal Full-stack Engineer,jason.murphy@example.org,jasonmurphy,ext_5d5a99b6,5d5a99b6,cv_5d5a99b6,3856732788,261.374.2243x864,2001,Software Engineering,Spain,British,2126dfc6,defc0011,2024-10-11,2025-05-13,3,2012,2,2015,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Implementation,Advisory,51,25,886,969,Hours,SEK,160872,NOK,600,sqm,True
Kathleen Gray,int:Kathleen Gray,int:Principal Data Platform Engineer,kathleen.gray@example.com,kathleengray,ext_430bc9c5,430bc9c5,cv_430bc9c5,6817866179,891-680-1722x601,1969,Data Engineering,Ireland,Polish,76492d27,a1772e9f,2025-07-16,2025-07-06,10,2024,11,2025,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Advisory,Implementation,78,35,682,1337,Hours,GBP,82791,GBP,700,sqm,False
Kathleen Gray,int:Kathleen Gray,int:Principal Data Platform Engineer,kathleen.gray@example.com,kathleengray,ext_430bc9c5,430bc9c5,cv_430bc9c5,6817866179,891-680-1722x601,1969,Data Engineering,Ireland,Polish,dc05fa55,61694e42,2024-05-13,2025-08-26,12,2023,12,2024,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Advisory,Advisory,98,180,433,959,Hours,GBP,12521,SEK,100,sqm,True
Kathleen Gray,int:Kathleen Gray,int:Principal Data Platform Engineer,kathleen.gray@example.com,kathleengray,ext_430bc9c5,430bc9c5,cv_430bc9c5,6817866179,891-680-1722x601,1969,Data Engineering,Ireland,Polish,1d36ac56,14aa6a87,2024-12-27,2024-03-10,11,2023,8,2024,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Implementation,Implementation,59,171,590,139,Budget,GBP,215370,GBP,700,sqm,False
