Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,Updated,Updated by owner,Name,Description,Highlighted
Analyst,int:Denise Webster,int:Consultant Data Scientist,denise.webster@mail.test,denisewebster,ext_dc22c574,dc22c574,cv_dc22c574,243.338.0054x5228,661-493-1837x45508,1977,AI/ML,United Kingdom,Danish,2025-01-28,2024-08-23,Analyst,High-level role on multiple projects.,True
Developer,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_6a83e8bc,6a83e8bc,cv_6a83e8bc,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,2024-09-17,2025-07-13,Developer,High-level role on multiple projects.,True
Manager,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_6a83e8bc,6a83e8bc,cv_6a83e8bc,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,2024-10-08,2024-06-22,Manager,High-level role on multiple projects.,False
Analyst,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_6a83e8bc,6a83e8bc,cv_6a83e8bc,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,2025-03-08,2024-06-07,Analyst,High-level role on multiple projects.,False
Analyst,int:Andrew Hernandez,int:Lead Data Engineer,andrew.hernandez@example.com,andrewhernandez,ext_eaad8b80,eaad8b80,cv_eaad8b80,+1-455-321-3760x3754,856-953-2863x266,1978,Data Engineering,United Kingdom,Danish,2024-01-16,2024-06-24,Analyst,High-level role on multiple projects.,False
Analyst,int:David Caldwell,int:Senior ML Engineer,david.caldwell@example.com,davidcaldwell,ext_959c366d,959c366d,cv_959c366d,250.872.0811x55626,001-602-490-8466x84550,1977,AI/ML,Slovenia,British,2024-06-01,2024-12-31,Analyst,High-level role on multiple projects.,False
Manager,int:Anne Robinson,int:Consultant Frontend Engineer,anne.robinson@example.com,annerobinson,ext_56923389,56923389,cv_56923389,001-367-238-9975x634,+1-656-728-8431,2000,Software Engineering,United Kingdom,Danish,2024-01-08,2025-10-25,Manager,High-level role on multiple projects.,False
Tech Lead,int:Anne Robinson,int:Consultant Frontend Engineer,anne.robinson@example.com,annerobinson,ext_56923389,56923389,cv_56923389,001-367-238-9975x634,+1-656-728-8431,2000,Software Engineering,United Kingdom,Danish,2025-11-02,2025-08-03,Tech Lead,High-level role on multiple projects.,False
Developer,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_36ac8535,36ac8535,cv_36ac8535,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,2024-01-25,2025-03-06,Developer,High-level role on multiple projects.,False
Architect,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_36ac8535,36ac8535,cv_36ac8535,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,2023-12-05,2024-09-28,Architect,High-level role on multiple projects.,False
Analyst,int:Gary Lawson,int:Principal Python Developer,gary.lawson@example.org,garylawson,ext_da019610,da019610,cv_da019610,(544)792-6831x589,912.366.1106x273,1988,Data Engineering,United Kingdom,Polish,2025-03-03,2024-07-17,Analyst,High-level role on multiple projects.,False
Architect,int:Julie Wilson,int:Lead Enterprise Architect,julie.wilson@example.org,juliewilson,ext_20053d9e,20053d9e,cv_20053d9e,(986)898-8649x767,(328)527-7288,1971,Architecture,Slovenia,British,2025-05-28,2025-04-27,Architect,High-level role on multiple projects.,True
Developer,int:Julie Wilson,int:Lead Enterprise Architect,julie.wilson@example.org,juliewilson,ext_20053d9e,20053d9e,cv_20053d9e,(986)898-8649x767,(328)527-7288,1971,Architecture,Slovenia,British,2025-06-04,2024-12-04,Developer,High-level role on multiple projects.,False
Developer,int:Lori Oconnell,int:Principal .NET Engineer,lori.oconnell@example.org,lorioconnell,ext_85d1778a,85d1778a,cv_85d1778a,670.228.5196x115,221.654.5447x02296,1996,Software Engineering,United Kingdom,British,2024-12-29,2025-04-16,Developer,High-level role on multiple projects.,False
Architect,int:Lori Oconnell,int:Principal .NET Engineer,lori.oconnell@example.org,lorioconnell,ext_85d1778a,85d1778a,cv_85d1778a,670.228.5196x115,221.654.5447x02296,1996,Software Engineering,United Kingdom,British,2024-09-03,2025-09-28,Architect,High-level role on multiple projects.,True
Analyst,int:Lori Oconnell,int:Principal .NET Engineer,lori.oconnell@example.org,lorioconnell,ext_85d1778a,85d1778a,cv_85d1778a,670.228.5196x115,221.654.5447x02296,1996,Software Engineering,United Kingdom,British,2024-08-21,2024-12-07,Analyst,High-level role on multiple projects.,True
Tech Lead,int:Daniel Johnson,int:Principal .NET Engineer,daniel.johnson@mail.test,danieljohnson,ext_409a9508,409a9508,cv_409a9508,632-970-1851x0679,867-892-2877x72519,1973,Software Engineering,Australia,Danish,2024-04-19,2024-02-14,Tech Lead,High-level role on multiple projects.,False
Analyst,int:Daniel Johnson,int:Principal .NET Engineer,daniel.johnson@mail.test,danieljohnson,ext_409a9508,409a9508,cv_409a9508,632-970-1851x0679,867-892-2877x72519,1973,Software Engineering,Australia,Danish,2024-05-18,2024-10-15,Analyst,High-level role on multiple projects.,False
Manager,int:Daniel Johnson,int:Principal .NET Engineer,daniel.johnson@mail.test,danieljohnson,ext_409a9508,409a9508,cv_409a9508,632-970-1851x0679,867-892-2877x72519,1973,Software Engineering,Australia,Danish,2025-09-15,2024-07-30,Manager,High-level role on multiple projects.,False
Architect,int:Larry Byrd,int:Principal Oracle Engineer,larry.byrd@mail.test,larrybyrd,ext_0f30b926,0f30b926,cv_0f30b926,265.680.7412,+1-518-913-9890,1978,Cloud Engineering,Slovenia,Danish,2025-04-18,2025-01-10,Architect,High-level role on multiple projects.,False
Developer,int:Susan Sanders,int:Principal Cloud Architect,susan.sanders@example.com,susansanders,ext_7d6e444f,7d6e444f,cv_7d6e444f,701.882.0433x97189,001-707-805-6260,1996,Architecture,Slovenia,Swedish,2025-10-21,2024-09-15,Developer,High-level role on multiple projects.,False
Analyst,int:Susan Sanders,int:Principal Cloud Architect,susan.sanders@example.com,susansanders,ext_7d6e444f,7d6e444f,cv_7d6e444f,701.882.0433x97189,001-707-805-6260,1996,Architecture,Slovenia,Swedish,2025-07-27,2025-08-09,Analyst,High-level role on multiple projects.,True
Architect,int:Jennifer Jones,int:Principal C# Developer,jennifer.jones@example.com,jenniferjones,ext_8e1855c3,8e1855c3,cv_8e1855c3,611-818-2422x412,+1-720-695-2004x61526,1983,Software Engineering,Australia,Polish,2025-10-26,2024-08-31,Architect,,False
Developer,int:Jennifer Jones,int:Principal C# Developer,jennifer.jones@example.com,jenniferjones,ext_8e1855c3,8e1855c3,cv_8e1855c3,611-818-2422x412,+1-720-695-2004x61526,1983,Software Engineering,Australia,Polish,2024-09-20,2024-08-22,Developer,High-level role on multiple projects.,False
Analyst,int:Jennifer Jones,int:Principal C# Developer,jennifer.jones@example.com,jenniferjones,ext_8e1855c3,8e1855c3,cv_8e1855c3,611-818-2422x412,+1-720-695-2004x61526,1983,Software Engineering,Australia,Polish,2025-05-18,2025-02-06,Analyst,High-level role on multiple projects.,True
Developer,int:Hannah Burton,int:Associate .NET Engineer,hannah.burton@mail.test,hannahburton,ext_bba4c25b,bba4c25b,cv_bba4c25b,(610)233-9937x8861,578-461-7063x04891,1979,Software Engineering,Spain,Norwegian,2024-05-27,2024-09-23,Developer,High-level role on multiple projects.,False
Analyst,int:Hannah Burton,int:Associate .NET Engineer,hannah.burton@mail.test,hannahburton,ext_bba4c25b,bba4c25b,cv_bba4c25b,(610)233-9937x8861,578-461-7063x04891,1979,Software Engineering,Spain,Norwegian,2025-10-08,2025-01-13,Analyst,High-level role on multiple projects.,True
Developer,int:Curtis Barton,int:Senior Data Platform Engineer,curtis.barton@mail.test,curtisbarton,ext_31e6f19c,31e6f19c,cv_31e6f19c,896-971-8325x8238,6076942007,1997,Data Engineering,United Kingdom,British,2025-09-06,2024-02-25,Developer,High-level role on multiple projects.,False
Manager,int:Curtis Barton,int:Senior Data Platform Engineer,curtis.barton@mail.test,curtisbarton,ext_31e6f19c,31e6f19c,cv_31e6f19c,896-971-8325x8238,6076942007,1997,Data Engineering,United Kingdom,British,2024-04-12,2025-01-17,Manager,High-level role on multiple projects.,True
Analyst,int:Curtis Barton,int:Senior Data Platform Engineer,curtis.barton@mail.test,curtisbarton,ext_31e6f19c,31e6f19c,cv_31e6f19c,896-971-8325x8238,6076942007,1997,Data Engineering,United Kingdom,British,2024-12-20,2024-04-16,Analyst,High-level role on multiple projects.,False
Manager,int:Melissa Burke,int:Consultant Databricks Engineer,melissa.burke@mail.test,melissaburke,ext_6dac032d,6dac032d,cv_6dac032d,+1-865-339-8402x89141,(684)963-9855,1975,Data Engineering,India,Norwegian,2024-04-26,2024-08-22,Manager,High-level role on multiple projects.,False
Analyst,int:Melissa Burke,int:Consultant Databricks Engineer,melissa.burke@mail.test,melissaburke,ext_6dac032d,6dac032d,cv_6dac032d,+1-865-339-8402x89141,(684)963-9855,1975,Data Engineering,India,Norwegian,2024-02-27,2025-01-22,Analyst,High-level role on multiple projects.,True
Developer,int:Melissa Burke,int:Consultant Databricks Engineer,melissa.burke@mail.test,melissaburke,ext_6dac032d,6dac032d,cv_6dac032d,+1-865-339-8402x89141,(684)963-9855,1975,Data Engineering,India,Norwegian,2025-08-12,2025-09-12,Developer,High-level role on multiple projects.,False
Analyst,int:David Riggs,int:Principal C# Developer,david.riggs@example.org,davidriggs,ext_69565a0c,69565a0c,cv_69565a0c,935-253-7950x209,2269876811,1986,Software Engineering,Spain,British,2024-09-12,2025-05-19,Analyst,High-level role on multiple projects.,True
Developer,int:David Riggs,int:Principal C# Developer,david.riggs@example.org,davidriggs,ext_69565a0c,69565a0c,cv_69565a0c,935-253-7950x209,2269876811,1986,Software Engineering,Spain,British,2024-06-28,2025-09-29,Developer,High-level role on multiple projects.,False
Manager,int:David Riggs,int:Principal C# Developer,david.riggs@example.org,davidriggs,ext_69565a0c,69565a0c,cv_69565a0c,935-253-7950x209,2269876811,1986,Software Engineering,Spain,British,2025-04-28,2025-01-15,Manager,High-level role on multiple projects.,False
Tech Lead,int:Kimberly Reed,int:Principal Delivery Manager,kimberly.reed@example.org,kimberlyreed,ext_495c05d3,495c05d3,cv_495c05d3,+1-215-569-5620x17537,001-604-953-1943x3750,1980,Delivery Management,United Kingdom,Norwegian,2024-03-18,2023-11-27,Tech Lead,,False
Manager,int:Kimberly Reed,int:Principal Delivery Manager,kimberly.reed@example.org,kimberlyreed,ext_495c05d3,495c05d3,cv_495c05d3,+1-215-569-5620x17537,001-604-953-1943x3750,1980,Delivery Management,United Kingdom,Norwegian,2025-08-25,2024-09-10,Manager,High-level role on multiple projects.,False
Architect,int:Ross Wood,int:Associate Azure Engineer,ross.wood@example.com,rosswood,ext_0e7ed3cc,0e7ed3cc,cv_0e7ed3cc,001-593-403-6149x872,692-512-4938,1980,Cloud Engineering,India,Polish,2025-09-27,2024-09-06,Architect,High-level role on multiple projects.,True
Tech Lead,int:William Peterson,int:Consultant Oracle Engineer,william.peterson@example.com,williampeterson,ext_eb41e043,eb41e043,cv_eb41e043,+1-308-994-8706x05664,558.703.0468x7506,1979,Cloud Engineering,USA,Norwegian,2025-11-12,2024-12-30,Tech Lead,High-level role on multiple projects.,False
Manager,int:Melissa Short,int:Senior Kubernetes Engineer,melissa.short@example.com,melissashort,ext_39c223c7,39c223c7,cv_39c223c7,790-636-1332,510-376-0954,1971,Cloud Engineering,India,Swedish,2024-10-28,2025-11-02,Manager,High-level role on multiple projects.,True
Tech Lead,int:Melissa Short,int:Senior Kubernetes Engineer,melissa.short@example.com,melissashort,ext_39c223c7,39c223c7,cv_39c223c7,790-636-1332,510-376-0954,1971,Cloud Engineering,India,Swedish,2024-10-07,2025-02-03,Tech Lead,High-level role on multiple projects.,True
Architect,int:Daniel Yu,int:Principal DevOps Engineer,daniel.yu@example.org,danielyu,ext_6a35b585,6a35b585,cv_6a35b585,335.305.8319x9717,6068512070,2002,Cloud Engineering,Ireland,British,2023-12-02,2024-05-14,Architect,High-level role on multiple projects.,True
Analyst,int:Cynthia Poole,int:Senior Data Engineer,cynthia.poole@mail.test,cynthiapoole,ext_28120250,28120250,cv_28120250,810-580-4661,+1-990-776-7699x150,1996,Data Engineering,United Kingdom,Polish,2025-10-10,2025-06-12,Analyst,High-level role on multiple projects.,True
Developer,int:Cynthia Poole,int:Senior Data Engineer,cynthia.poole@mail.test,cynthiapoole,ext_28120250,28120250,cv_28120250,810-580-4661,+1-990-776-7699x150,1996,Data Engineering,United Kingdom,Polish,2024-03-07,2025-08-14,Developer,High-level role on multiple projects.,False
Analyst,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_b0567df2,b0567df2,cv_b0567df2,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,Norwegian,2024-09-18,2025-03-11,Analyst,High-level role on multiple projects.,False
Architect,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_b0567df2,b0567df2,cv_b0567df2,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,Norwegian,2024-10-16,2024-09-27,Architect,High-level role on multiple projects.,True
Manager,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_b0567df2,b0567df2,cv_b0567df2,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,Norwegian,2024-08-14,2024-10-17,Manager,,True
Architect,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_ff1f14eb,ff1f14eb,cv_ff1f14eb,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,2024-01-20,2024-04-29,Architect,High-level role on multiple projects.,False
Analyst,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_ff1f14eb,ff1f14eb,cv_ff1f14eb,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,2024-08-16,2024-02-16,Analyst,,True
Tech Lead,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_ff1f14eb,ff1f14eb,cv_ff1f14eb,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,2025-09-24,2025-01-07,Tech Lead,High-level role on multiple projects.,False
Architect,int:Joseph Morton,int:Senior MLOps Engineer,joseph.morton@example.org,josephmorton,ext_f4c91dcf,f4c91dcf,cv_f4c91dcf,677.895.9959,921-770-7303x37933,1996,Data Engineering,United Kingdom,Norwegian,2024-01-25,2023-12-04,Architect,High-level role on multiple projects.,True
Analyst,int:Joseph Morton,int:Senior MLOps Engineer,joseph.morton@example.org,josephmorton,ext_f4c91dcf,f4c91dcf,cv_f4c91dcf,677.895.9959,921-770-7303x37933,1996,Data Engineering,United Kingdom,Norwegian,2024-01-02,2025-01-30,Analyst,High-level role on multiple projects.,False
Developer,int:Joseph Morton,int:Senior MLOps Engineer,joseph.morton@example.org,josephmorton,ext_f4c91dcf,f4c91dcf,cv_f4c91dcf,677.895.9959,921-770-7303x37933,1996,Data Engineering,United Kingdom,Norwegian,2025-08-24,2025-01-03,Developer,High-level role on multiple projects.,True
Tech Lead,int:Amanda Webb,int:Senior Full-stack Engineer,amanda.webb@example.org,amandawebb,ext_848f1fef,848f1fef,cv_848f1fef,001-463-662-0501x5081,439.750.0334x234,1985,Software Engineering,United Kingdom,Swedish,2025-08-06,2024-01-24,Tech Lead,,True
Manager,int:Amanda Webb,int:Senior Full-stack Engineer,amanda.webb@example.org,amandawebb,ext_848f1fef,848f1fef,cv_848f1fef,001-463-662-0501x5081,439.750.0334x234,1985,Software Engineering,United Kingdom,Swedish,2024-05-03,2023-12-08,Manager,High-level role on multiple projects.,False
Developer,int:Amanda Webb,int:Senior Full-stack Engineer,amanda.webb@example.org,amandawebb,ext_848f1fef,848f1fef,cv_848f1fef,001-463-662-0501x5081,439.750.0334x234,1985,Software Engineering,United Kingdom,Swedish,2025-07-27,2025-07-11,Developer,High-level role on multiple projects.,False
Tech Lead,int:Ryan Simon,int:Lead Enterprise Architect,ryan.simon@example.com,ryansimon,ext_16104669,16104669,cv_16104669,+1-432-830-2410,+1-315-334-7355x2896,1971,Architecture,United Kingdom,Norwegian,2024-01-04,2024-06-30,Tech Lead,High-level role on multiple projects.,True
Analyst,int:Ryan Simon,int:Lead Enterprise Architect,ryan.simon@example.com,ryansimon,ext_16104669,16104669,cv_16104669,+1-432-830-2410,+1-315-334-7355x2896,1971,Architecture,United Kingdom,Norwegian,2025-01-22,2024-07-11,Analyst,High-level role on multiple projects.,False
Architect,int:Joseph Christian,int:Consultant Oracle Engineer,joseph.christian@mail.test,josephchristian,ext_be2b9125,be2b9125,cv_be2b9125,(823)538-6559,2996384253,1997,Cloud Engineering,United Kingdom,Swedish,2024-06-19,2025-05-16,Architect,High-level role on multiple projects.,True
Tech Lead,int:Joseph Christian,int:Consultant Oracle Engineer,joseph.christian@mail.test,josephchristian,ext_be2b9125,be2b9125,cv_be2b9125,(823)538-6559,2996384253,1997,Cloud Engineering,United Kingdom,Swedish,2025-07-23,2024-01-14,Tech Lead,High-level role on multiple projects.,True
Tech Lead,int:Mariah Miller,int:Senior Scrum Master,mariah.miller@example.com,mariahmiller,ext_392c655d,392c655d,cv_392c655d,(489)873-1791,001-885-278-7255x87774,1991,Delivery Management,United Kingdom,Polish,2024-12-31,2024-06-15,Tech Lead,High-level role on multiple projects.,True
Architect,int:Mariah Miller,int:Senior Scrum Master,mariah.miller@example.com,mariahmiller,ext_392c655d,392c655d,cv_392c655d,(489)873-1791,001-885-278-7255x87774,1991,Delivery Management,United Kingdom,Polish,2025-03-24,2025-03-21,Architect,High-level role on multiple projects.,False
Developer,int:Mariah Miller,int:Senior Scrum Master,mariah.miller@example.com,mariahmiller,ext_392c655d,392c655d,cv_392c655d,(489)873-1791,001-885-278-7255x87774,1991,Delivery Management,United Kingdom,Polish,2024-11-29,2025-01-26,Developer,High-level role on multiple projects.,True
Manager,int:Nicole Sanchez,int:Senior DevOps Engineer,nicole.sanchez@example.com,nicolesanchez,ext_80f92f0e,80f92f0e,cv_80f92f0e,833.473.6346,(248)912-1478x539,1976,Cloud Engineering,Australia,Norwegian,2024-12-18,2025-10-08,Manager,High-level role on multiple projects.,False
Architect,int:Steven Bishop,int:Principal Data Engineer,steven.bishop@example.com,stevenbishop,ext_0e7282c8,0e7282c8,cv_0e7282c8,495.967.7665x75460,341.651.4888,1992,Data Engineering,India,Swedish,2024-01-30,2024-07-01,Architect,High-level role on multiple projects.,False
Architect,int:Nicholas Johnson,int:Principal ML Engineer,nicholas.johnson@example.org,nicholasjohnson,ext_e30d3638,e30d3638,cv_e30d3638,511.715.0835,844-839-2840x445,1975,AI/ML,Slovenia,Norwegian,2024-05-24,2024-05-16,Architect,High-level role on multiple projects.,False
Manager,int:Nicholas Johnson,int:Principal ML Engineer,nicholas.johnson@example.org,nicholasjohnson,ext_e30d3638,e30d3638,cv_e30d3638,511.715.0835,844-839-2840x445,1975,AI/ML,Slovenia,Norwegian,2025-01-21,2025-03-16,Manager,High-level role on multiple projects.,True
Architect,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_b069f045,b069f045,cv_b069f045,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,2025-04-26,2025-05-13,Architect,,True
Tech Lead,int:Jason Salinas,int:Senior MLOps Engineer,jason.salinas@mail.test,jasonsalinas,ext_fe907c5a,fe907c5a,cv_fe907c5a,(892)840-7553,+1-868-845-9090x22599,1980,Data Engineering,Ireland,Swedish,2025-04-25,2023-12-30,Tech Lead,High-level role on multiple projects.,False
Developer,int:Jason Salinas,int:Senior MLOps Engineer,jason.salinas@mail.test,jasonsalinas,ext_fe907c5a,fe907c5a,cv_fe907c5a,(892)840-7553,+1-868-845-9090x22599,1980,Data Engineering,Ireland,Swedish,2024-02-17,2024-05-20,Developer,High-level role on multiple projects.,True
Tech Lead,int:Matthew Beard,int:Senior .NET Engineer,matthew.beard@example.org,matthewbeard,ext_a4f34f96,a4f34f96,cv_a4f34f96,961.686.3715,421-582-0970,1971,Software Engineering,India,Danish,2025-01-15,2025-07-04,Tech Lead,High-level role on multiple projects.,True
Developer,int:Matthew Beard,int:Senior .NET Engineer,matthew.beard@example.org,matthewbeard,ext_a4f34f96,a4f34f96,cv_a4f34f96,961.686.3715,421-582-0970,1971,Software Engineering,India,Danish,2024-11-19,2024-08-17,Developer,High-level role on multiple projects.,True
Developer,int:Jacqueline Hill,int:Lead Data Platform Engineer,jacqueline.hill@example.com,jacquelinehill,ext_c2dd10f2,c2dd10f2,cv_c2dd10f2,264-733-4817,502.456.6212x86716,1993,Data Engineering,India,British,2024-10-04,2025-04-26,Developer,High-level role on multiple projects.,False
Manager,int:Jacqueline Hill,int:Lead Data Platform Engineer,jacqueline.hill@example.com,jacquelinehill,ext_c2dd10f2,c2dd10f2,cv_c2dd10f2,264-733-4817,502.456.6212x86716,1993,Data Engineering,India,British,2024-10-01,2024-03-24,Manager,,False
Analyst,int:Alejandro Vaughan,int:Senior Azure Engineer,alejandro.vaughan@mail.test,alejandrovaughan,ext_58678969,58678969,cv_58678969,546.972.9949,930-927-1693x859,1976,Cloud Engineering,Ireland,Danish,2024-02-02,2025-11-05,Analyst,High-level role on multiple projects.,False
Developer,int:Alejandro Vaughan,int:Senior Azure Engineer,alejandro.vaughan@mail.test,alejandrovaughan,ext_58678969,58678969,cv_58678969,546.972.9949,930-927-1693x859,1976,Cloud Engineering,Ireland,Danish,2023-12-21,2023-11-20,Developer,High-level role on multiple projects.,False
Tech Lead,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_a61279a5,a61279a5,cv_a61279a5,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,2024-09-20,2025-11-06,Tech Lead,High-level role on multiple projects.,True
Manager,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_a61279a5,a61279a5,cv_a61279a5,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,2023-11-28,2024-12-09,Manager,High-level role on multiple projects.,False
Architect,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_a61279a5,a61279a5,cv_a61279a5,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,2025-11-04,2025-03-28,Architect,High-level role on multiple projects.,True
Architect,int:Tracy Chang,int:Senior .NET Engineer,tracy.chang@example.com,tracychang,ext_1784c6ac,1784c6ac,cv_1784c6ac,001-937-468-1511x856,838-207-0176x563,1994,Software Engineering,India,Swedish,2024-02-14,2024-09-17,Architect,,False
Tech Lead,int:Tracy Chang,int:Senior .NET Engineer,tracy.chang@example.com,tracychang,ext_1784c6ac,1784c6ac,cv_1784c6ac,001-937-468-1511x856,838-207-0176x563,1994,Software Engineering,India,Swedish,2025-07-19,2024-10-19,Tech Lead,High-level role on multiple projects.,False
Manager,int:Tracy Chang,int:Senior .NET Engineer,tracy.chang@example.com,tracychang,ext_1784c6ac,1784c6ac,cv_1784c6ac,001-937-468-1511x856,838-207-0176x563,1994,Software Engineering,India,Swedish,2024-07-19,2024-04-27,Manager,High-level role on multiple projects.,True
Developer,int:Hannah Brewer,int:Lead Cloud Architect,hannah.brewer@example.org,hannahbrewer,ext_c0059501,c0059501,cv_c0059501,3415257771,001-372-874-2209x124,2001,Architecture,United Kingdom,Swedish,2024-01-14,2024-03-23,Developer,High-level role on multiple projects.,False
Developer,int:Travis Mcguire,int:Senior Frontend Engineer,travis.mcguire@mail.test,travismcguire,ext_9820ff68,9820ff68,cv_9820ff68,(210)542-7523,508.516.4709x006,1994,Software Engineering,Australia,Danish,2025-09-16,2024-12-07,Developer,High-level role on multiple projects.,True
Architect,int:Christopher Walker,int:Head of Product and Service Design,christopher.walker@mail.test,christopherwalker,ext_0903c429,0903c429,cv_0903c429,(333)410-6005x313,001-820-868-1558x3938,1986,Head of Product and Service Design,India,Danish,2024-02-23,2024-07-29,Architect,High-level role on multiple projects.,False
Tech Lead,int:Heather Torres,int:Lead Solution Architect,heather.torres@example.com,heathertorres,ext_c17a4a9f,c17a4a9f,cv_c17a4a9f,733-215-5206,(937)331-4950x1364,1979,Architecture,Ireland,Norwegian,2024-09-14,2024-01-05,Tech Lead,High-level role on multiple projects.,True
Developer,int:Heather Torres,int:Lead Solution Architect,heather.torres@example.com,heathertorres,ext_c17a4a9f,c17a4a9f,cv_c17a4a9f,733-215-5206,(937)331-4950x1364,1979,Architecture,Ireland,Norwegian,2024-01-17,2024-04-17,Developer,High-level role on multiple projects.,True
Manager,int:Heather Torres,int:Lead Solution Architect,heather.torres@example.com,heathertorres,ext_c17a4a9f,c17a4a9f,cv_c17a4a9f,733-215-5206,(937)331-4950x1364,1979,Architecture,Ireland,Norwegian,2024-02-05,2025-03-12,Manager,High-level role on multiple projects.,True
Manager,int:Bonnie Kennedy,int:Associate DevOps Engineer,bonnie.kennedy@example.com,bonniekennedy,ext_89c0ee25,89c0ee25,cv_89c0ee25,001-789-924-1956x252,250-599-7683,1977,Cloud Engineering,India,Swedish,2023-12-21,2025-08-17,Manager,High-level role on multiple projects.,True
Analyst,int:Alyssa Coleman,int:Senior AWS Engineer,alyssa.coleman@example.com,alyssacoleman,ext_56ff7d3e,56ff7d3e,cv_56ff7d3e,2914436391,(474)632-6303x975,1975,Cloud Engineering,Slovenia,Polish,2024-09-30,2024-10-23,Analyst,High-level role on multiple projects.,False
Tech Lead,int:Alyssa Coleman,int:Senior AWS Engineer,alyssa.coleman@example.com,alyssacoleman,ext_56ff7d3e,56ff7d3e,cv_56ff7d3e,2914436391,(474)632-6303x975,1975,Cloud Engineering,Slovenia,Polish,2024-07-11,2025-09-29,Tech Lead,High-level role on multiple projects.,False
Manager,int:Julie Rivera,int:Senior MLOps Engineer,julie.rivera@mail.test,julierivera,ext_48e8b858,48e8b858,cv_48e8b858,508-864-0355x33803,452.570.1713x02321,1968,Data Engineering,Australia,Polish,2024-12-31,2025-11-11,Manager,High-level role on multiple projects.,True
Analyst,int:Julie Rivera,int:Senior MLOps Engineer,julie.rivera@mail.test,julierivera,ext_48e8b858,48e8b858,cv_48e8b858,508-864-0355x33803,452.570.1713x02321,1968,Data Engineering,Australia,Polish,2024-05-10,2024-12-26,Analyst,High-level role on multiple projects.,True
Analyst,int:Jacqueline Nelson,int:Consultant Data Platform Engineer,jacqueline.nelson@example.com,jacquelinenelson,ext_e8e6646c,e8e6646c,cv_e8e6646c,881.467.4233,+1-834-449-7347x156,1984,Data Engineering,Ireland,Norwegian,2024-04-19,2025-01-13,Analyst,High-level role on multiple projects.,True
Manager,int:Jacqueline Nelson,int:Consultant Data Platform Engineer,jacqueline.nelson@example.com,jacquelinenelson,ext_e8e6646c,e8e6646c,cv_e8e6646c,881.467.4233,+1-834-449-7347x156,1984,Data Engineering,Ireland,Norwegian,2025-01-10,2025-02-13,Manager,High-level role on multiple projects.,False
Architect,int:John Martinez,int:Associate C# Developer,john.martinez@mail.test,johnmartinez,ext_0ece4c45,0ece4c45,cv_0ece4c45,476.489.6270x6614,467-947-4689x715,1968,Software Engineering,Ireland,Swedish,2023-11-29,2025-11-10,Architect,High-level role on multiple projects.,True
Manager,int:James Wilson,int:Principal MLOps Engineer,james.wilson@mail.test,jameswilson,ext_46027855,46027855,cv_46027855,823.800.8576,001-556-874-9160x1692,1981,Data Engineering,India,Danish,2024-10-10,2023-12-04,Manager,High-level role on multiple projects.,False
