Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Name,Description,Highlighted
Streaming 101,int:Debra Harrington,int:Associate Data Engineer,debra.harrington@mail.test,debraharrington,ext_2ebf7d04,2ebf7d04,cv_2ebf7d04,(873)783-9597x246,329.834.1722x3297,1990,Data Engineering,Australia,Swedish,c2817c96,aa6a87a3,2024-03-31,2024-08-19,Streaming 101,Conference talk / blog summary.,False
Azure Fabric Basics,int:Debra Harrington,int:Associate Data Engineer,debra.harrington@mail.test,debraharrington,ext_2ebf7d04,2ebf7d04,cv_2ebf7d04,(873)783-9597x246,329.834.1722x3297,1990,Data Engineering,Australia,Swedish,8d2850fe,5c50d568,2025-09-12,2025-01-09,Azure Fabric Basics,Conference talk / blog summary.,True
Data Mesh in Practice,int:Debra Harrington,int:Associate Data Engineer,debra.harrington@mail.test,debraharrington,ext_2ebf7d04,2ebf7d04,cv_2ebf7d04,(873)783-9597x246,329.834.1722x3297,1990,Data Engineering,Australia,Swedish,07ce2c9d,320b5e7b,2024-10-03,2024-04-01,Data Mesh in Practice,Conference talk / blog summary.,True
Kubernetes for Data,int:Denise Webster,int:Consultant Data Scientist,denise.webster@mail.test,denisewebster,ext_9f09c8d2,9f09c8d2,cv_9f09c8d2,243.338.0054x5228,661-493-1837x45508,1977,AI/ML,United Kingdom,Danish,7179c2c6,3c028a2f,2025-10-03,2025-08-01,Kubernetes for Data,Conference talk / blog summary.,True
Modern .NET APIs,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_21e33b13,21e33b13,cv_21e33b13,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,513a60f6,8f10ab10,2024-08-13,2024-05-13,Modern .NET APIs,Conference talk / blog summary.,True
Modern .NET APIs,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_21e33b13,21e33b13,cv_21e33b13,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,bb53f659,6282e662,2025-05-23,2024-09-06,Modern .NET APIs,Conference talk / blog summary.,True
Streaming 101,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_21e33b13,21e33b13,cv_21e33b13,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,Polish,6f453a6c,10d3122f,2025-01-29,2024-05-31,Streaming 101,Conference talk / blog summary.,False
Azure Fabric Basics,int:David Caldwell,int:Senior ML Engineer,david.caldwell@example.com,davidcaldwell,ext_76a85aa6,76a85aa6,cv_76a85aa6,250.872.0811x55626,001-602-490-8466x84550,1977,AI/ML,Slovenia,British,404df49c,49f031e8,2023-12-06,2025-07-24,Azure Fabric Basics,Conference talk / blog summary.,True
Databricks Lakehouse Patterns,int:Anne Robinson,int:Consultant Frontend Engineer,anne.robinson@example.com,annerobinson,ext_9040380c,9040380c,cv_9040380c,001-367-238-9975x634,+1-656-728-8431,2000,Software Engineering,United Kingdom,Danish,d14eb77a,6487783f,2025-08-22,2025-03-14,Databricks Lakehouse Patterns,Conference talk / blog summary.,True
AWS Well-Architected,int:Anne Robinson,int:Consultant Frontend Engineer,anne.robinson@example.com,annerobinson,ext_9040380c,9040380c,cv_9040380c,001-367-238-9975x634,+1-656-728-8431,2000,Software Engineering,United Kingdom,Danish,a91d634e,82af26ce,2023-12-18,2024-06-11,AWS Well-Architected,Conference talk / blog summary.,True
Data Mesh in Practice,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_a916cf8e,a916cf8e,cv_a916cf8e,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,2bd516bd,6dab0915,2025-05-13,2025-07-13,Data Mesh in Practice,Conference talk / blog summary.,False
AWS Well-Architected,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_a916cf8e,a916cf8e,cv_a916cf8e,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,4fc99f56,a719a42a,2025-10-19,2024-11-17,AWS Well-Architected,,True
Databricks Lakehouse Patterns,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_a916cf8e,a916cf8e,cv_a916cf8e,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,Danish,9ce948ca,20ea5060,2024-01-18,2024-07-29,Databricks Lakehouse Patterns,Conference talk / blog summary.,False
Azure Fabric Basics,int:Gary Lawson,int:Principal Python Developer,gary.lawson@example.org,garylawson,ext_8d58d31a,8d58d31a,cv_8d58d31a,(544)792-6831x589,912.366.1106x273,1988,Data Engineering,United Kingdom,Polish,618f78f5,25d99406,2025-01-06,2024-01-10,Azure Fabric Basics,Conference talk / blog summary.,False
Modern .NET APIs,int:Julie Wilson,int:Lead Enterprise Architect,julie.wilson@example.org,juliewilson,ext_065cc3cf,065cc3cf,cv_065cc3cf,(986)898-8649x767,(328)527-7288,1971,Architecture,Slovenia,British,647e770e,c6c5ebcd,2025-03-09,2024-03-21,Modern .NET APIs,Conference talk / blog summary.,False
Databricks Lakehouse Patterns,int:Lori Oconnell,int:Principal .NET Engineer,lori.oconnell@example.org,lorioconnell,ext_6d164ecb,6d164ecb,cv_6d164ecb,670.228.5196x115,221.654.5447x02296,1996,Software Engineering,United Kingdom,British,ab1017c6,1c4073d5,2023-12-18,2024-05-04,Databricks Lakehouse Patterns,Conference talk / blog summary.,False
Kubernetes for Data,int:Larry Byrd,int:Principal Oracle Engineer,larry.byrd@mail.test,larrybyrd,ext_6c846457,6c846457,cv_6c846457,265.680.7412,+1-518-913-9890,1978,Cloud Engineering,Slovenia,Danish,e1e8dbd8,8ab1a54f,2024-05-13,2025-01-04,Kubernetes for Data,Conference talk / blog summary.,False
AWS Well-Architected,int:Larry Byrd,int:Principal Oracle Engineer,larry.byrd@mail.test,larrybyrd,ext_6c846457,6c846457,cv_6c846457,265.680.7412,+1-518-913-9890,1978,Cloud Engineering,Slovenia,Danish,b6bb1060,cf2915d6,2024-02-03,2024-10-13,AWS Well-Architected,Conference talk / blog summary.,False
Intro to dbt,int:Larry Byrd,int:Principal Oracle Engineer,larry.byrd@mail.test,larrybyrd,ext_6c846457,6c846457,cv_6c846457,265.680.7412,+1-518-913-9890,1978,Cloud Engineering,Slovenia,Danish,835b057f,cd32c257,2025-08-14,2025-01-02,Intro to dbt,Conference talk / blog summary.,False
AWS Well-Architected,int:Susan Sanders,int:Principal Cloud Architect,susan.sanders@example.com,susansanders,ext_3401cb10,3401cb10,cv_3401cb10,701.882.0433x97189,001-707-805-6260,1996,Architecture,Slovenia,Swedish,88baaafe,5a28922e,2024-01-10,2024-09-12,AWS Well-Architected,,False
Data Mesh in Practice,int:Jennifer Jones,int:Principal C# Developer,jennifer.jones@example.com,jenniferjones,ext_a01287e4,a01287e4,cv_a01287e4,611-818-2422x412,+1-720-695-2004x61526,1983,Software Engineering,Australia,Polish,6b5d8b7e,8f2da40b,2025-01-31,2025-04-28,Data Mesh in Practice,,False
Kubernetes for Data,int:Jennifer Jones,int:Principal C# Developer,jennifer.jones@example.com,jenniferjones,ext_a01287e4,a01287e4,cv_a01287e4,611-818-2422x412,+1-720-695-2004x61526,1983,Software Engineering,Australia,Polish,04005861,fac70988,2025-02-20,2025-07-03,Kubernetes for Data,Conference talk / blog summary.,True
Modern .NET APIs,int:Jennifer Jones,int:Principal C# Developer,jennifer.jones@example.com,jenniferjones,ext_a01287e4,a01287e4,cv_a01287e4,611-818-2422x412,+1-720-695-2004x61526,1983,Software Engineering,Australia,Polish,9c33b841,34a4ec79,2024-10-28,2024-08-24,Modern .NET APIs,Conference talk / blog summary.,False
Streaming 101,int:Curtis Barton,int:Senior Data Platform Engineer,curtis.barton@mail.test,curtisbarton,ext_3f58bd24,3f58bd24,cv_3f58bd24,896-971-8325x8238,6076942007,1997,Data Engineering,United Kingdom,British,ed74d333,b6b3bf29,2025-03-28,2024-09-26,Streaming 101,Conference talk / blog summary.,True
Kubernetes for Data,int:Curtis Barton,int:Senior Data Platform Engineer,curtis.barton@mail.test,curtisbarton,ext_3f58bd24,3f58bd24,cv_3f58bd24,896-971-8325x8238,6076942007,1997,Data Engineering,United Kingdom,British,9eba6415,1d554201,2024-07-08,2024-08-09,Kubernetes for Data,,False
AWS Well-Architected,int:Melissa Burke,int:Consultant Databricks Engineer,melissa.burke@mail.test,melissaburke,ext_785595cb,785595cb,cv_785595cb,+1-865-339-8402x89141,(684)963-9855,1975,Data Engineering,India,Norwegian,0a14d2a1,48ccd4b4,2025-06-03,2025-09-03,AWS Well-Architected,Conference talk / blog summary.,False
Databricks Lakehouse Patterns,int:David Riggs,int:Principal C# Developer,david.riggs@example.org,davidriggs,ext_c00e26e6,c00e26e6,cv_c00e26e6,935-253-7950x209,2269876811,1986,Software Engineering,Spain,British,05e9c86d,9a7e2d2a,2024-08-14,2024-08-02,Databricks Lakehouse Patterns,Conference talk / blog summary.,False
AWS Well-Architected,int:Kimberly Reed,int:Principal Delivery Manager,kimberly.reed@example.org,kimberlyreed,ext_04d1b17f,04d1b17f,cv_04d1b17f,+1-215-569-5620x17537,001-604-953-1943x3750,1980,Delivery Management,United Kingdom,Norwegian,e62159a9,03288fa9,2024-12-27,2025-02-10,AWS Well-Architected,Conference talk / blog summary.,True
Streaming 101,int:Ross Wood,int:Associate Azure Engineer,ross.wood@example.com,rosswood,ext_444dc1af,444dc1af,cv_444dc1af,001-593-403-6149x872,692-512-4938,1980,Cloud Engineering,India,Polish,8e9babe5,4db8840b,2025-01-03,2025-05-03,Streaming 101,Conference talk / blog summary.,False
Optimising PySpark,int:Ross Wood,int:Associate Azure Engineer,ross.wood@example.com,rosswood,ext_444dc1af,444dc1af,cv_444dc1af,001-593-403-6149x872,692-512-4938,1980,Cloud Engineering,India,Polish,f45dd827,f8147602,2024-02-22,2025-05-30,Optimising PySpark,Conference talk / blog summary.,False
Optimising PySpark,int:William Peterson,int:Consultant Oracle Engineer,william.peterson@example.com,williampeterson,ext_9ebf38a7,9ebf38a7,cv_9ebf38a7,+1-308-994-8706x05664,558.703.0468x7506,1979,Cloud Engineering,USA,Norwegian,b7842076,09622ba5,2025-02-10,2024-03-30,Optimising PySpark,Conference talk / blog summary.,True
AWS Well-Architected,int:William Peterson,int:Consultant Oracle Engineer,william.peterson@example.com,williampeterson,ext_9ebf38a7,9ebf38a7,cv_9ebf38a7,+1-308-994-8706x05664,558.703.0468x7506,1979,Cloud Engineering,USA,Norwegian,e7d3185e,06bb6fb4,2025-07-03,2024-01-02,AWS Well-Architected,Conference talk / blog summary.,False
MLOps Playbook,int:William Peterson,int:Consultant Oracle Engineer,william.peterson@example.com,williampeterson,ext_9ebf38a7,9ebf38a7,cv_9ebf38a7,+1-308-994-8706x05664,558.703.0468x7506,1979,Cloud Engineering,USA,Norwegian,18505049,7474804b,2023-12-24,2024-01-01,MLOps Playbook,,True
Optimising PySpark,int:Daniel Yu,int:Principal DevOps Engineer,daniel.yu@example.org,danielyu,ext_89ca1355,89ca1355,cv_89ca1355,335.305.8319x9717,6068512070,2002,Cloud Engineering,Ireland,British,9ed581fa,a0a87a0f,2024-08-27,2024-11-20,Optimising PySpark,Conference talk / blog summary.,True
Data Mesh in Practice,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_f86e8352,f86e8352,cv_f86e8352,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,Norwegian,7daee96b,6e9d02c0,2025-02-08,2024-06-30,Data Mesh in Practice,,False
Streaming 101,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_f86e8352,f86e8352,cv_f86e8352,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,Norwegian,97c55efb,4c6ff225,2024-02-15,2024-09-16,Streaming 101,Conference talk / blog summary.,False
Databricks Lakehouse Patterns,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_f86e8352,f86e8352,cv_f86e8352,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,Norwegian,c7e2e81d,852ce232,2024-02-03,2025-03-22,Databricks Lakehouse Patterns,Conference talk / blog summary.,False
Azure Fabric Basics,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_12179068,12179068,cv_12179068,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,ef33ad42,dc4e68bf,2024-02-03,2024-01-13,Azure Fabric Basics,Conference talk / blog summary.,True
Streaming 101,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_12179068,12179068,cv_12179068,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,81bc1b49,ce899d66,2024-03-28,2025-07-14,Streaming 101,Conference talk / blog summary.,True
Intro to dbt,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_12179068,12179068,cv_12179068,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,British,a59a7487,1d5bb844,2025-04-01,2024-10-10,Intro to dbt,Conference talk / blog summary.,False
Azure Fabric Basics,int:Joseph Morton,int:Senior MLOps Engineer,joseph.morton@example.org,josephmorton,ext_2773c6f1,2773c6f1,cv_2773c6f1,677.895.9959,921-770-7303x37933,1996,Data Engineering,United Kingdom,Norwegian,4b5f532c,f1573348,2024-01-12,2024-03-11,Azure Fabric Basics,Conference talk / blog summary.,False
Databricks Lakehouse Patterns,int:Ryan Simon,int:Lead Enterprise Architect,ryan.simon@example.com,ryansimon,ext_6a7141a6,6a7141a6,cv_6a7141a6,+1-432-830-2410,+1-315-334-7355x2896,1971,Architecture,United Kingdom,Norwegian,bfe1bef1,f35d696b,2025-10-07,2025-10-27,Databricks Lakehouse Patterns,Conference talk / blog summary.,True
Intro to dbt,int:Ryan Simon,int:Lead Enterprise Architect,ryan.simon@example.com,ryansimon,ext_6a7141a6,6a7141a6,cv_6a7141a6,+1-432-830-2410,+1-315-334-7355x2896,1971,Architecture,United Kingdom,Norwegian,21bff8d9,64977b52,2024-12-31,2024-10-08,Intro to dbt,Conference talk / blog summary.,True
Intro to dbt,int:Joseph Christian,int:Consultant Oracle Engineer,joseph.christian@mail.test,josephchristian,ext_2eb308ee,2eb308ee,cv_2eb308ee,(823)538-6559,2996384253,1997,Cloud Engineering,United Kingdom,Swedish,d988feb3,6829ed14,2024-12-18,2024-11-18,Intro to dbt,Conference talk / blog summary.,False
Data Mesh in Practice,int:Joseph Christian,int:Consultant Oracle Engineer,joseph.christian@mail.test,josephchristian,ext_2eb308ee,2eb308ee,cv_2eb308ee,(823)538-6559,2996384253,1997,Cloud Engineering,United Kingdom,Swedish,c1886494,e116d39d,2024-03-24,2024-03-25,Data Mesh in Practice,Conference talk / blog summary.,False
Intro to dbt,int:Mariah Miller,int:Senior Scrum Master,mariah.miller@example.com,mariahmiller,ext_9a9aa0f9,9a9aa0f9,cv_9a9aa0f9,(489)873-1791,001-885-278-7255x87774,1991,Delivery Management,United Kingdom,Polish,5b51f921,28fa5c2f,2025-03-16,2024-08-14,Intro to dbt,Conference talk / blog summary.,False
AWS Well-Architected,int:Mariah Miller,int:Senior Scrum Master,mariah.miller@example.com,mariahmiller,ext_9a9aa0f9,9a9aa0f9,cv_9a9aa0f9,(489)873-1791,001-885-278-7255x87774,1991,Delivery Management,United Kingdom,Polish,8eae891d,8a677e74,2025-02-02,2024-11-02,AWS Well-Architected,Conference talk / blog summary.,False
Data Mesh in Practice,int:Mariah Miller,int:Senior Scrum Master,mariah.miller@example.com,mariahmiller,ext_9a9aa0f9,9a9aa0f9,cv_9a9aa0f9,(489)873-1791,001-885-278-7255x87774,1991,Delivery Management,United Kingdom,Polish,40a1f21b,0e5545e1,2024-01-10,2024-07-01,Data Mesh in Practice,Conference talk / blog summary.,True
Intro to dbt,int:Steven Bishop,int:Principal Data Engineer,steven.bishop@example.com,stevenbishop,ext_bd4bcf5e,bd4bcf5e,cv_bd4bcf5e,495.967.7665x75460,341.651.4888,1992,Data Engineering,India,Swedish,97451edb,014a2e9a,2025-10-03,2024-08-07,Intro to dbt,Conference talk / blog summary.,True
Modern .NET APIs,int:Nicholas Johnson,int:Principal ML Engineer,nicholas.johnson@example.org,nicholasjohnson,ext_e49cc25e,e49cc25e,cv_e49cc25e,511.715.0835,844-839-2840x445,1975,AI/ML,Slovenia,Norwegian,1e1cbb31,7c022e87,2025-03-19,2025-02-03,Modern .NET APIs,Conference talk / blog summary.,False
Databricks Lakehouse Patterns,int:Nicholas Johnson,int:Principal ML Engineer,nicholas.johnson@example.org,nicholasjohnson,ext_e49cc25e,e49cc25e,cv_e49cc25e,511.715.0835,844-839-2840x445,1975,AI/ML,Slovenia,Norwegian,e6b18cfa,2ca75880,2024-07-08,2024-01-02,Databricks Lakehouse Patterns,Conference talk / blog summary.,True
Streaming 101,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_e8394845,e8394845,cv_e8394845,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,8afaae9e,a0d4e703,2025-11-10,2024-06-13,Streaming 101,Conference talk / blog summary.,False
Data Mesh in Practice,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_e8394845,e8394845,cv_e8394845,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,ba724577,5fc26362,2024-10-29,2025-11-06,Data Mesh in Practice,Conference talk / blog summary.,False
Data Mesh in Practice,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_e8394845,e8394845,cv_e8394845,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,Polish,2d232d29,cedf0354,2023-12-30,2025-06-08,Data Mesh in Practice,Conference talk / blog summary.,True
Kubernetes for Data,int:Jason Salinas,int:Senior MLOps Engineer,jason.salinas@mail.test,jasonsalinas,ext_b35177df,b35177df,cv_b35177df,(892)840-7553,+1-868-845-9090x22599,1980,Data Engineering,Ireland,Swedish,31afac94,e673c38a,2024-10-11,2024-10-21,Kubernetes for Data,Conference talk / blog summary.,True
Modern .NET APIs,int:Jason Salinas,int:Senior MLOps Engineer,jason.salinas@mail.test,jasonsalinas,ext_b35177df,b35177df,cv_b35177df,(892)840-7553,+1-868-845-9090x22599,1980,Data Engineering,Ireland,Swedish,65797de7,361a8301,2023-12-30,2024-10-29,Modern .NET APIs,,False
MLOps Playbook,int:Jacqueline Hill,int:Lead Data Platform Engineer,jacqueline.hill@example.com,jacquelinehill,ext_e38a4092,e38a4092,cv_e38a4092,264-733-4817,502.456.6212x86716,1993,Data Engineering,India,British,3588181d,426b0afe,2025-07-16,2024-10-06,MLOps Playbook,Conference talk / blog summary.,True
Azure Fabric Basics,int:Jacqueline Hill,int:Lead Data Platform Engineer,jacqueline.hill@example.com,jacquelinehill,ext_e38a4092,e38a4092,cv_e38a4092,264-733-4817,502.456.6212x86716,1993,Data Engineering,India,British,05ab609c,64acd7f5,2025-04-07,2025-05-02,Azure Fabric Basics,Conference talk / blog summary.,True
Data Mesh in Practice,int:Jacqueline Hill,int:Lead Data Platform Engineer,jacqueline.hill@example.com,jacquelinehill,ext_e38a4092,e38a4092,cv_e38a4092,264-733-4817,502.456.6212x86716,1993,Data Engineering,India,British,a5010eb0,dcab2945,2025-08-19,2025-02-14,Data Mesh in Practice,Conference talk / blog summary.,True
Optimising PySpark,int:Alejandro Vaughan,int:Senior Azure Engineer,alejandro.vaughan@mail.test,alejandrovaughan,ext_2d787b0f,2d787b0f,cv_2d787b0f,546.972.9949,930-927-1693x859,1976,Cloud Engineering,Ireland,Danish,33481a26,e8e4dcfb,2024-06-24,2024-09-29,Optimising PySpark,Conference talk / blog summary.,True
Azure Fabric Basics,int:Alejandro Vaughan,int:Senior Azure Engineer,alejandro.vaughan@mail.test,alejandrovaughan,ext_2d787b0f,2d787b0f,cv_2d787b0f,546.972.9949,930-927-1693x859,1976,Cloud Engineering,Ireland,Danish,7f35d133,e91df00d,2025-10-17,2025-06-06,Azure Fabric Basics,Conference talk / blog summary.,True
Data Mesh in Practice,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_1de1bcb0,1de1bcb0,cv_1de1bcb0,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,7ff552cd,5942922b,2024-06-30,2024-05-28,Data Mesh in Practice,Conference talk / blog summary.,False
AWS Well-Architected,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_1de1bcb0,1de1bcb0,cv_1de1bcb0,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,334a51be,417d0227,2024-06-22,2024-03-28,AWS Well-Architected,Conference talk / blog summary.,False
Streaming 101,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_1de1bcb0,1de1bcb0,cv_1de1bcb0,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,Swedish,3c2fb691,7b127b08,2025-06-15,2025-09-02,Streaming 101,,False
Data Mesh in Practice,int:Tracy Chang,int:Senior .NET Engineer,tracy.chang@example.com,tracychang,ext_f1262524,f1262524,cv_f1262524,001-937-468-1511x856,838-207-0176x563,1994,Software Engineering,India,Swedish,7a1d6f99,50a34166,2024-08-22,2024-03-31,Data Mesh in Practice,Conference talk / blog summary.,True
Intro to dbt,int:Hannah Brewer,int:Lead Cloud Architect,hannah.brewer@example.org,hannahbrewer,ext_3f04060a,3f04060a,cv_3f04060a,3415257771,001-372-874-2209x124,2001,Architecture,United Kingdom,Swedish,deafb7e9,41c225ab,2024-04-04,2024-09-13,Intro to dbt,Conference talk / blog summary.,True
Databricks Lakehouse Patterns,int:Hannah Brewer,int:Lead Cloud Architect,hannah.brewer@example.org,hannahbrewer,ext_3f04060a,3f04060a,cv_3f04060a,3415257771,001-372-874-2209x124,2001,Architecture,United Kingdom,Swedish,07737e95,14feb48c,2024-06-02,2024-02-02,Databricks Lakehouse Patterns,Conference talk / blog summary.,True
Kubernetes for Data,int:Travis Mcguire,int:Senior Frontend Engineer,travis.mcguire@mail.test,travismcguire,ext_ae8bb934,ae8bb934,cv_ae8bb934,(210)542-7523,508.516.4709x006,1994,Software Engineering,Australia,Danish,3a6e6438,969197e9,2024-09-12,2024-12-07,Kubernetes for Data,Conference talk / blog summary.,True
Azure Fabric Basics,int:Travis Mcguire,int:Senior Frontend Engineer,travis.mcguire@mail.test,travismcguire,ext_ae8bb934,ae8bb934,cv_ae8bb934,(210)542-7523,508.516.4709x006,1994,Software Engineering,Australia,Danish,bdd334c8,882a3f98,2024-09-21,2025-02-24,Azure Fabric Basics,Conference talk / blog summary.,True
Azure Fabric Basics,int:Christopher Walker,int:Head of Product and Service Design,christopher.walker@mail.test,christopherwalker,ext_28c33ecc,28c33ecc,cv_28c33ecc,(333)410-6005x313,001-820-868-1558x3938,1986,Head of Product and Service Design,India,Danish,506d0415,7afca061,2025-09-21,2024-09-26,Azure Fabric Basics,Conference talk / blog summary.,False
Kubernetes for Data,int:Christopher Walker,int:Head of Product and Service Design,christopher.walker@mail.test,christopherwalker,ext_28c33ecc,28c33ecc,cv_28c33ecc,(333)410-6005x313,001-820-868-1558x3938,1986,Head of Product and Service Design,India,Danish,7028f6f1,bb414ba0,2025-04-10,2024-05-27,Kubernetes for Data,Conference talk / blog summary.,False
Kubernetes for Data,int:Christopher Walker,int:Head of Product and Service Design,christopher.walker@mail.test,christopherwalker,ext_28c33ecc,28c33ecc,cv_28c33ecc,(333)410-6005x313,001-820-868-1558x3938,1986,Head of Product and Service Design,India,Danish,11363f93,cf3343f9,2024-02-24,2024-05-06,Kubernetes for Data,Conference talk / blog summary.,True
Optimising PySpark,int:Heather Torres,int:Lead Solution Architect,heather.torres@example.com,heathertorres,ext_25e95bdd,25e95bdd,cv_25e95bdd,733-215-5206,(937)331-4950x1364,1979,Architecture,Ireland,Norwegian,d100f0d2,4c906b4c,2023-12-29,2024-09-22,Optimising PySpark,,True
Streaming 101,int:Heather Torres,int:Lead Solution Architect,heather.torres@example.com,heathertorres,ext_25e95bdd,25e95bdd,cv_25e95bdd,733-215-5206,(937)331-4950x1364,1979,Architecture,Ireland,Norwegian,1dc75ca7,64fd028c,2024-03-04,2024-07-03,Streaming 101,Conference talk / blog summary.,True
AWS Well-Architected,int:Alyssa Coleman,int:Senior AWS Engineer,alyssa.coleman@example.com,alyssacoleman,ext_9c4406d1,9c4406d1,cv_9c4406d1,2914436391,(474)632-6303x975,1975,Cloud Engineering,Slovenia,Polish,46d01d46,d349b44b,2024-04-02,2024-07-26,AWS Well-Architected,,False
Optimising PySpark,int:Julie Rivera,int:Senior MLOps Engineer,julie.rivera@mail.test,julierivera,ext_730507c4,730507c4,cv_730507c4,508-864-0355x33803,452.570.1713x02321,1968,Data Engineering,Australia,Polish,178ba1a3,6bcdf26e,2024-09-05,2025-03-19,Optimising PySpark,Conference talk / blog summary.,True
Streaming 101,int:Julie Rivera,int:Senior MLOps Engineer,julie.rivera@mail.test,julierivera,ext_730507c4,730507c4,cv_730507c4,508-864-0355x33803,452.570.1713x02321,1968,Data Engineering,Australia,Polish,2f6362ea,3933bc34,2024-05-31,2025-03-02,Streaming 101,Conference talk / blog summary.,False
AWS Well-Architected,int:Jacqueline Nelson,int:Consultant Data Platform Engineer,jacqueline.nelson@example.com,jacquelinenelson,ext_0c229710,0c229710,cv_0c229710,881.467.4233,+1-834-449-7347x156,1984,Data Engineering,Ireland,Norwegian,e2edc3dc,5ca2cdeb,2024-11-17,2025-06-06,AWS Well-Architected,Conference talk / blog summary.,False
Kubernetes for Data,int:Jacqueline Nelson,int:Consultant Data Platform Engineer,jacqueline.nelson@example.com,jacquelinenelson,ext_0c229710,0c229710,cv_0c229710,881.467.4233,+1-834-449-7347x156,1984,Data Engineering,Ireland,Norwegian,c833b0b9,741763da,2024-05-21,2025-07-26,Kubernetes for Data,Conference talk / blog summary.,True
Azure Fabric Basics,int:Jacqueline Nelson,int:Consultant Data Platform Engineer,jacqueline.nelson@example.com,jacquelinenelson,ext_0c229710,0c229710,cv_0c229710,881.467.4233,+1-834-449-7347x156,1984,Data Engineering,Ireland,Norwegian,a0755941,9dbd773b,2024-05-09,2024-07-16,Azure Fabric Basics,Conference talk / blog summary.,False
Intro to dbt,int:John Martinez,int:Associate C# Developer,john.martinez@mail.test,johnmartinez,ext_f597ac21,f597ac21,cv_f597ac21,476.489.6270x6614,467-947-4689x715,1968,Software Engineering,Ireland,Swedish,244812a5,cc94a35a,2024-03-17,2025-05-11,Intro to dbt,Conference talk / blog summary.,False
Optimising PySpark,int:John Martinez,int:Associate C# Developer,john.martinez@mail.test,johnmartinez,ext_f597ac21,f597ac21,cv_f597ac21,476.489.6270x6614,467-947-4689x715,1968,Software Engineering,Ireland,Swedish,edc12e2b,ce740fd5,2024-08-30,2025-10-08,Optimising PySpark,Conference talk / blog summary.,True
Optimising PySpark,int:John Martinez,int:Associate C# Developer,john.martinez@mail.test,johnmartinez,ext_f597ac21,f597ac21,cv_f597ac21,476.489.6270x6614,467-947-4689x715,1968,Software Engineering,Ireland,Swedish,b8e4fd7f,3e542670,2024-02-26,2024-09-15,Optimising PySpark,Conference talk / blog summary.,False
